08/17/21			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		885		308		190		152		4116		0		0		
	2		885		307		192		151		3951		0		0		
	3		886		307		193		144		3890		0		0		
	4		887		307		193		140		3743		0		0		
	5		888		308		192		140		3344		0		0		
	6		890		296		192		159		2904		0		0		
	7		890		313		191		170		2641		244		0		
	8		888		315		190		156		2298		3140		0		
	9		885		315		190		101		2041		7257		87		
	10		882		316		189		99		1999		9856		206		
	11		881		317		191		100		1992		11124		295		
	12		873		316		190		138		2554		11773		325		
	13		868		318		192		152		2869		11996		331		
	14		866		316		194		151		3156		11966		328		
	15		866		319		193		171		3436		11686		325		
	16		866		320		194		173		3555		11238		308		
	17		857		320		195		230		3771		10119		267		
	18		859		318		196		259		3832		7874		200		
	19		859		317		196		245		3687		3421		74		
	20		840		316		196		279		3581		433		0		
	21		848		317		196		246		3434		0		0		
	22		849		316		195		232		3451		0		0		
	23		848		309		194		181		3452		0		0		
	24		850		302		194		164		3596		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5627		2265		11326		8352		1259						
	2		5448		2265		9441		9097		952						
	3		5389		2265		8713		9016		907						
	4		5242		2266		7839		9107		921						
	5		4865		2265		7826		9406		959						
	6		4414		2264		8229		9986		1388						
	7		4407		2263		9597		9644		1700						
	8		6799		2263		9318		9155		1273						
	9		10698		2264		7904		8491		845						
	10		13445		2263		7079		7563		756						
	11		14849		2264		6617		7063		784						
	12		16117		2263		7033		6518		677						
	13		16708		2262		7975		6411		563						
	14		16969		2262		8423		6053		1147						
	15		17007		2263		9283		6129		1609						
	16		16682		2263		10572		6545		1717						
	17		15824		2261		10894		7192		2494						
	18		13710		2261		12217		7984		2783						
	19		9050		2261		14752		8960		3468						
	20		5726		2261		16344		9311		3641						
	21		5026		2261		15914		9696		3259						
	22		5014		2262		14578		9586		2907						
	23		4972		2263		13434		8936		1962						
	24		5066		2260		11465		8894		1456						
