07/25/21			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		926		260		200		183		3275		0		0		
	2		928		259		200		173		3154		0		0		
	3		929		258		200		181		3044		0		0		
	4		931		258		200		176		2881		0		0		
	5		932		258		200		132		2668		0		0		
	6		934		257		200		132		2588		0		0		
	7		923		262		200		169		2303		613		0		
	8		877		252		200		153		2144		3580		108		
	9		881		243		203		152		1776		6702		252		
	10		907		244		205		151		1761		8341		298		
	11		901		240		203		132		1080		9108		333		
	12		894		237		203		127		656		9726		331		
	13		890		240		204		126		708		10281		353		
	14		889		252		203		167		898		10562		348		
	15		888		263		202		173		1096		10113		284		
	16		890		270		202		173		1607		9737		137		
	17		889		268		203		191		1890		8843		157		
	18		888		260		205		237		2268		6892		41		
	19		889		263		205		277		2938		3600		3		
	20		892		268		201		320		3797		550		0		
	21		895		266		198		286		3469		0		0		
	22		897		265		198		271		3695		0		0		
	23		901		260		203		264		3833		0		0		
	24		902		259		206		243		3521		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4801		2265		12437		6456		774						
	2		4683		2265		11147		6436		691						
	3		4572		2265		10268		6428		673						
	4		4415		2265		9948		6117		673						
	5		4150		2263		9812		6147		690						
	6		4078		2262		9776		6147		695						
	7		4397		2262		9879		5938		370						
	8		7137		2262		9442		4529		241						
	9		10081		2260		8497		3129		198						
	10		11868		2261		7834		2527		75						
	11		12000		2262		8869		2349		-90						
	12		12159		2263		9640		2215		45						
	13		12767		2265		9861		1653		348						
	14		13332		2262		10524		1792		378						
	15		13014		2260		11545		2913		451						
	16		13019		2262		12490		2922		855						
	17		12514		2263		13272		3430		1294						
	18		10874		2263		14311		4180		2041						
	19		8317		2260		15214		5853		2360						
	20		6103		2260		15446		7004		2619						
	21		5095		2261		16217		7282		2248						
	22		5258		2263		15626		7303		1640						
	23		5440		2263		13369		7597		1270						
	24		5090		2264		12363		6975		940						
