04/09/21			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		950		218		216		162		4665		0		0		
	2		940		219		216		161		4777		0		0		
	3		935		219		217		160		4770		0		0		
	4		937		223		216		160		4771		0		0		
	5		947		224		217		161		4862		0		0		
	6		961		221		217		166		4697		0		0		
	7		971		219		216		206		4379		249		0		
	8		971		219		216		223		3921		4277		130		
	9		969		217		216		184		3202		8715		347		
	10		965		214		216		177		2303		10481		452		
	11		964		212		215		178		1837		11655		300		
	12		961		212		214		178		1621		11926		256		
	13		960		209		214		178		1384		11955		279		
	14		959		210		215		176		1661		12051		236		
	15		958		214		215		176		2585		12079		233		
	16		957		218		215		182		3545		11800		475		
	17		957		219		214		183		4004		11173		483		
	18		957		220		214		188		4371		8865		398		
	19		958		220		214		233		4508		3035		137		
	20		963		221		215		234		4466		63		0		
	21		965		217		215		235		4436		0		0		
	22		970		215		215		236		4294		0		0		
	23		971		189		215		187		4236		0		0		
	24		972		187		215		160		4334		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		6164		1147		7289		6006		1065						
	2		6278		1147		6990		5472		965						
	3		6270		1146		6878		5124		958						
	4		6263		1147		6829		4979		960						
	5		6365		1147		6923		5077		1043						
	6		6239		1147		7257		5465		1459						
	7		6183		1148		7717		6184		1945						
	8		9688		1148		6750		4738		1566						
	9		13778		1148		5287		2328		1090						
	10		14742		1149		4341		1450		845						
	11		15350		1148		3794		376		790						
	12		15372		1148		2780		641		784						
	13		15182		1148		2584		663		736						
	14		15459		1148		2455		598		665						
	15		16421		1148		2499		161		536						
	16		17373		1148		2843		-750		743						
	17		17252		1148		3338		-393		962						
	18		15421		1148		4473		1758		993						
	19		9611		1148		6548		5923		2022						
	20		6199		1148		8805		8056		2284						
	21		6024		1148		9002		8115		2343						
	22		5895		1148		8296		8210		2172						
	23		5761		1147		8182		7308		2011						
	24		5824		1148		7998		6542		1297						
