12/06/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1021		270		217		152		440		0		21		
	2		1022		275		218		152		435		0		21		
	3		1023		279		217		146		585		0		20		
	4		1024		269		217		109		759		0		19		
	5		1018		263		218		149		797		0		19		
	6		1016		271		218		152		631		0		18		
	7		1013		279		217		153		641		42		18		
	8		1016		278		217		140		496		2370		63		
	9		1000		276		218		96		369		6927		234		
	10		982		277		218		95		356		8397		360		
	11		978		277		219		95		368		8571		385		
	12		982		277		219		133		350		8332		386		
	13		985		277		218		136		539		7918		198		
	14		962		282		221		136		403		6773		68		
	15		959		296		219		139		404		5385		38		
	16		948		302		218		143		406		2895		21		
	17		917		306		218		152		373		353		21		
	18		1000		307		219		162		480		0		21		
	19		1001		307		218		162		577		0		21		
	20		969		307		216		161		537		0		21		
	21		972		306		214		161		704		0		21		
	22		1006		305		214		161		567		0		21		
	23		1020		299		213		143		845		0		20		
	24		1014		293		214		143		1238		0		21		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2083		1098		9756		7950		764						
	2		2079		1097		9348		7654		666						
	3		2226		1097		8675		7768		646						
	4		2354		1098		8514		7642		652						
	5		2428		1097		8489		7561		709						
	6		2274		1097		8672		7758		883						
	7		2335		1098		8885		7934		1186						
	8		4373		1098		8465		6927		921						
	9		8948		1097		6520		3977		743						
	10		10654		1098		5815		2340		643						
	11		10889		1098		5137		2149		598						
	12		10691		1097		5018		2003		625						
	13		10315		1097		4938		2708		603						
	14		8919		1098		5528		3938		619						
	15		7495		1098		7061		4539		642						
	16		5121		1099		8461		6524		850						
	17		2407		1099		11026		8327		1264						
	18		2139		1098		13020		9023		1483						
	19		2255		1098		13288		9149		1275						
	20		2171		1098		13072		9052		1271						
	21		2333		1099		12803		8735		1043						
	22		2240		1098		11973		8855		932						
	23		2481		1098		10708		8403		850						
	24		2878		1099		9306		7971		805						
