01/26/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		893		345		224		207		263		0		0		
	2		892		347		224		203		352		0		0		
	3		892		345		224		202		530		0		0		
	4		892		345		225		203		679		0		0		
	5		892		354		225		205		904		0		0		
	6		892		361		225		208		880		0		0		
	7		892		368		225		233		1128		9		0		
	8		893		366		225		223		1543		1105		0		
	9		894		368		223		221		1827		3439		0		
	10		893		359		219		228		1876		4754		0		
	11		893		347		222		228		2387		5705		0		
	12		893		344		222		227		2685		6387		0		
	13		892		352		220		226		2684		6810		0		
	14		892		300		217		229		2903		6304		0		
	15		892		290		221		229		2778		6083		78		
	16		894		293		221		236		2318		4326		21		
	17		894		300		221		287		2483		1259		0		
	18		896		308		222		338		2820		14		0		
	19		893		337		222		336		2793		0		0		
	20		892		350		223		301		2796		0		0		
	21		897		349		222		276		2800		0		0		
	22		900		351		222		242		2836		0		0		
	23		900		334		220		235		2813		0		0		
	24		900		327		220		231		2744		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		1932		2274		5749		8481		1876						
	2		2018		2274		5482		8164		1637						
	3		2193		2272		4633		8376		1538						
	4		2344		2271		4186		8426		1535						
	5		2580		2271		4097		8173		1600						
	6		2566		2272		4308		8318		1664						
	7		2855		2271		4558		8445		1754						
	8		4355		2271		4709		7509		1520						
	9		6972		2272		4019		6215		1354						
	10		8329		2273		3459		5667		1113						
	11		9782		2272		3877		4276		706						
	12		10758		2271		3690		3024		761						
	13		11184		2271		3551		2253		682						
	14		10845		2271		3913		2377		711						
	15		10571		2271		4173		2736		616						
	16		8309		2269		4650		4112		1301						
	17		5444		2268		6049		6202		2188						
	18		4598		2270		6670		8485		2587						
	19		4581		2270		7183		9003		2640						
	20		4562		2268		7494		8639		2495						
	21		4544		2269		7224		8542		2343						
	22		4551		2272		7105		7976		1998						
	23		4502		2272		6092		7839		1754						
	24		4422		2272		5560		6954		1735						
