12/04/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		976		297		216		136		554		0		21		
	2		976		296		215		139		583		0		21		
	3		976		298		215		125		679		0		20		
	4		1002		301		215		145		762		0		20		
	5		1013		302		216		144		785		0		19		
	6		1017		302		215		145		582		0		18		
	7		1023		305		215		157		666		57		17		
	8		1027		308		214		151		491		2549		75		
	9		1026		310		212		139		403		6570		291		
	10		1026		304		214		97		520		8093		372		
	11		1023		306		216		99		516		8065		393		
	12		1021		307		216		100		459		8142		397		
	13		1020		307		216		103		373		8204		392		
	14		1019		309		215		103		294		8391		370		
	15		1020		308		215		103		259		7701		314		
	16		1021		312		216		142		298		4421		173		
	17		1025		313		215		162		282		413		20		
	18		1026		307		217		171		244		0		21		
	19		1026		308		220		174		250		0		21		
	20		1027		309		220		172		251		0		21		
	21		1025		310		221		164		288		0		21		
	22		1025		311		221		163		355		0		21		
	23		1024		298		220		146		353		0		20		
	24		1025		285		220		143		344		0		21		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2163		1109		9892		7912		1005						
	2		2192		1108		9333		7829		924						
	3		2274		1108		9142		7659		873						
	4		2406		1109		8811		7791		867						
	5		2449		1109		9305		7613		1046						
	6		2250		1108		10801		7471		1268						
	7		2403		1109		12269		7457		1666						
	8		4613		1109		11831		7076		1370						
	9		8782		1108		10033		4723		992						
	10		10598		1109		8145		3760		906						
	11		10621		1109		7352		3583		847						
	12		10646		1109		6905		3281		854						
	13		10612		1109		6825		3135		876						
	14		10709		1109		7010		2907		1090						
	15		9995		1107		7804		3488		1036						
	16		6840		1104		9064		6467		1100						
	17		2531		1102		13174		7727		1577						
	18		1950		1098		15302		7981		1957						
	19		1957		1097		15133		8192		1784						
	20		1961		1098		14749		8111		1719						
	21		1991		1098		14033		8272		1582						
	22		2057		1097		13612		8201		1231						
	23		2029		1097		12701		7934		1073						
	24		1999		1098		11432		7775		1017						
