12/01/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1029		233		184		168		1651		0		0		
	2		1029		230		185		168		1544		0		0		
	3		1029		234		185		167		1457		0		0		
	4		1028		241		184		165		1275		0		0		
	5		1028		256		184		180		1348		0		0		
	6		1027		274		184		186		1232		0		0		
	7		1028		280		184		199		981		72		0		
	8		1029		279		184		146		813		2613		29		
	9		1026		277		181		139		650		6524		257		
	10		1024		274		179		134		831		8499		337		
	11		1023		279		178		116		971		8408		355		
	12		1019		281		178		108		842		8317		360		
	13		1018		285		179		96		884		8261		352		
	14		1019		289		180		95		1017		8347		325		
	15		1020		289		181		133		1162		7955		266		
	16		1021		300		191		141		1160		4373		126		
	17		1023		298		193		198		1031		458		0		
	18		1025		309		194		199		1052		13		0		
	19		1025		308		194		200		1053		0		0		
	20		1026		302		194		200		1075		2		0		
	21		979		299		195		199		1087		3		0		
	22		1011		302		194		145		1114		3		0		
	23		1012		292		196		136		1058		2		0		
	24		1025		287		195		137		698		2		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3236		2269		7226		8442		799						
	2		3121		2266		7395		7741		757						
	3		3049		2267		7176		7714		762						
	4		2854		2269		7372		7697		767						
	5		2956		2269		8087		7392		856						
	6		2870		2270		9584		7294		1002						
	7		2730		2270		11306		7367		1346						
	8		4880		2268		11238		6492		1071						
	9		8884		2269		9346		3914		1033						
	10		11233		2268		6882		3208		767						
	11		11346		2267		5486		3511		764						
	12		11117		2269		5341		3487		763						
	13		11069		2271		5513		3284		773						
	14		11257		2268		5949		3029		757						
	15		11080		2266		6429		3335		822						
	16		7582		2267		8320		5975		973						
	17		3290		2266		11706		8227		1409						
	18		2797		2267		13582		8521		1879						
	19		2778		2268		13839		8416		1673						
	20		2798		2267		12980		8604		1677						
	21		2763		2268		12429		8631		1377						
	22		2771		2269		11461		8880		1145						
	23		2701		2268		10148		8785		940						
	24		2366		2269		9614		8108		896						
