08/17/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		970		198		173		422		2894		0		0		
	2		972		198		173		363		2800		0		0		
	3		972		199		173		353		2680		0		0		
	4		971		199		174		352		2510		0		0		
	5		938		199		173		358		2216		0		0		
	6		904		199		173		421		1775		0		0		
	7		901		201		173		446		1406		311		0		
	8		900		201		174		439		1089		3048		144		
	9		900		203		172		418		916		6457		375		
	10		895		201		171		399		776		7951		456		
	11		866		201		172		424		613		8643		476		
	12		867		201		174		464		578		8968		544		
	13		870		206		173		483		557		9016		646		
	14		870		207		173		503		618		9019		648		
	15		872		206		172		498		712		8925		643		
	16		929		213		172		476		848		8536		637		
	17		930		217		174		479		1242		7739		623		
	18		930		220		174		515		1528		5977		571		
	19		944		232		176		570		2455		2497		296		
	20		958		243		176		579		2981		190		6		
	21		962		247		175		537		3359		0		0		
	22		965		246		174		470		3389		0		0		
	23		967		243		175		431		3371		0		0		
	24		968		238		176		426		3389		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4363		2268		6824		7842		3906						
	2		4506		2267		6252		7540		3394						
	3		4377		2267		5536		7665		3337						
	4		4206		2268		5374		7650		3281						
	5		3883		2269		5391		7901		3656						
	6		3472		2270		6022		8754		3809						
	7		3438		2271		6786		9449		3974						
	8		5994		2272		6579		8330		3899						
	9		9441		2272		6002		6842		3338						
	10		10865		2270		6127		6149		3239						
	11		11396		2267		6559		5728		3437						
	12		11796		2266		6828		5669		3679						
	13		11952		2264		7165		5919		3972						
	14		12038		2264		8441		5838		4184						
	15		12029		2264		9585		5941		4421						
	16		11811		2265		10185		6438		4888						
	17		11404		2265		10955		7060		5050						
	18		9916		2266		12239		7403		5236						
	19		7170		2267		12902		8659		5552						
	20		5134		2267		13459		9277		5637						
	21		5281		2267		12329		10096		5674						
	22		5244		2266		10800		10242		5214						
	23		5186		2266		9458		9213		4676						
	24		5198		2266		7758		8684		4133						
