09/18/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1193		352		168		267		2953		0		0		
	2		1194		350		169		266		2831		0		0		
	3		1188		351		169		267		2695		0		0		
	4		1185		353		169		267		2543		0		0		
	5		1188		359		168		280		2277		0		0		
	6		1192		366		164		297		2130		0		0		
	7		1196		385		167		340		2040		29		0		
	8		1197		382		163		347		1961		2104		36		
	9		1180		380		163		335		1825		6076		260		
	10		1166		383		156		334		1783		7864		506		
	11		1170		378		155		328		1839		8815		538		
	12		1164		376		159		331		1744		9044		584		
	13		1167		379		159		334		2239		8999		642		
	14		1168		379		160		354		2629		8975		658		
	15		1169		373		166		354		2939		8924		657		
	16		1170		385		166		358		3004		8481		654		
	17		1174		397		167		373		2914		7310		611		
	18		1177		396		165		371		3195		4231		489		
	19		1183		397		165		410		3197		653		106		
	20		1188		397		165		410		3447		0		0		
	21		1191		397		166		351		3427		0		0		
	22		1193		392		167		322		3359		0		0		
	23		1194		386		166		322		3244		0		0		
	24		1198		380		166		322		3332		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4905		2254		4734		6771		3316						
	2		4810		2256		4371		6524		3169						
	3		4670		2257		4187		6514		3091						
	4		4516		2256		4195		6624		3069						
	5		4273		2256		4304		7004		3450						
	6		4151		2260		5159		7735		3497						
	7		4157		2262		5775		9206		3632						
	8		6190		2260		5534		8589		3627						
	9		10219		2257		4526		6866		3018						
	10		12192		2256		4121		5807		2910						
	11		13223		2252		3922		5255		2900						
	12		13403		2247		3924		5249		3089						
	13		13920		2247		4060		4982		2861						
	14		14324		2247		4302		4897		3036						
	15		14583		2248		4752		4816		3196						
	16		14218		2251		5370		5405		3414						
	17		12946		2252		6095		6540		3588						
	18		10024		2255		7580		7598		4064						
	19		6111		2254		9965		8755		4215						
	20		5607		2253		11019		8918		4108						
	21		5531		2256		10293		9424		3758						
	22		5433		2258		8943		9195		3630						
	23		5312		2258		7336		8527		3490						
	24		5399		2259		5981		7624		3333						
