02/27/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		905		206		186		424		1596		0		0		
	2		906		204		186		385		2027		0		0		
	3		906		205		186		387		1737		0		0		
	4		901		205		187		385		1595		0		0		
	5		863		206		187		424		1276		0		0		
	6		864		204		187		502		1126		0		0		
	7		864		203		187		543		1098		44		0		
	8		864		207		187		483		1030		653		0		
	9		863		210		186		440		1041		1657		0		
	10		863		213		186		423		1216		2478		0		
	11		863		212		185		417		1125		3136		0		
	12		864		213		184		417		1175		3560		0		
	13		864		215		186		396		1294		3113		0		
	14		863		216		187		396		1308		2873		0		
	15		864		216		187		400		1740		2517		0		
	16		864		217		186		438		2127		2060		0		
	17		864		219		186		492		2206		1325		0		
	18		864		217		187		531		2304		0		0		
	19		863		214		186		526		2133		0		0		
	20		864		215		186		521		2405		0		0		
	21		864		213		185		484		2932		0		0		
	22		864		207		183		474		2878		0		0		
	23		864		203		181		430		2764		0		0		
	24		864		203		181		422		2735		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3317		2276		5418		6433		3196						
	2		3709		2276		4785		6042		3153						
	3		3422		2277		4736		6032		3178						
	4		3272		2276		4602		6345		3212						
	5		2956		2275		4775		6979		3457						
	6		2884		2277		5665		7690		3509						
	7		2939		2276		6928		8509		3962						
	8		3423		2276		7500		8722		4057						
	9		4397		2277		7922		7597		3846						
	10		5378		2277		7595		7171		3500						
	11		5939		2277		7184		7258		3324						
	12		6414		2276		6616		7209		3233						
	13		6067		2275		6841		7079		3268						
	14		5844		2274		7094		7049		3203						
	15		5924		2275		6870		7097		3137						
	16		5893		2275		6725		7571		3110						
	17		5291		2276		6885		8256		3335						
	18		4103		2278		8761		8669		3676						
	19		3923		2279		10779		8419		3898						
	20		4191		2280		9954		8871		3855						
	21		4678		2279		8904		8703		3697						
	22		4607		2279		7744		8487		3555						
	23		4443		2280		6547		7986		3397						
	24		4405		2281		5522		7454		3306						
