10/30/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		264		261		221		166		1870		0		0		
	2		264		261		223		166		2078		0		0		
	3		264		262		222		165		2045		0		0		
	4		264		262		221		163		1666		0		0		
	5		264		262		221		161		1434		0		0		
	6		264		265		220		161		1381		0		0		
	7		264		266		217		179		1464		0		0		
	8		264		265		210		184		1328		619		0		
	9		264		267		212		170		1239		4091		93		
	10		264		258		215		154		1193		7491		344		
	11		264		264		219		135		1211		8573		428		
	12		264		250		220		138		1279		9002		434		
	13		264		250		224		143		1361		7503		426		
	14		264		274		229		164		1254		7453		422		
	15		263		290		230		142		1163		8564		416		
	16		263		292		231		157		1100		8421		385		
	17		264		302		231		172		1000		5672		285		
	18		267		315		232		199		845		1167		38		
	19		268		314		236		205		723		0		0		
	20		268		314		218		202		649		0		0		
	21		268		285		211		192		599		0		0		
	22		268		284		215		193		542		0		0		
	23		268		276		227		194		545		0		0		
	24		267		270		233		174		483		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2782		1129		10088		5064		1736						
	2		2992		1127		9828		4595		1466						
	3		2958		1125		10010		4375		1238						
	4		2576		1126		10478		4337		1142						
	5		2342		1127		10871		4554		1232						
	6		2291		1128		11645		4210		1943						
	7		2390		1129		13264		4221		2579						
	8		2870		1128		13609		4307		2893						
	9		6336		1128		11402		3441		2217						
	10		9919		1129		8610		2340		1427						
	11		11094		1130		7582		2299		915						
	12		11587		1130		7388		1837		680						
	13		10171		1130		7347		2767		714						
	14		10060		1130		7821		2488		903						
	15		11068		1129		7667		1698		1072						
	16		10849		1127		8303		1944		1098						
	17		7926		1127		9979		3563		1750						
	18		3063		1122		13023		5439		2850						
	19		1746		1121		14391		6242		3630						
	20		1651		1120		14614		6400		3421						
	21		1555		1121		14179		6574		3036						
	22		1502		1121		13688		6137		2909						
	23		1510		1121		13088		5592		2297						
	24		1427		1121		12442		5056		1901						
