02/08/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		912		286		229		186		574		0		0		
	2		910		286		229		184		491		0		0		
	3		910		288		229		184		742		0		0		
	4		909		294		229		184		1300		0		0		
	5		910		301		230		189		1344		0		0		
	6		912		303		230		204		1399		0		0		
	7		913		307		230		207		1289		29		0		
	8		913		306		230		206		1405		2471		11		
	9		912		306		229		179		1621		6808		161		
	10		911		297		229		165		2025		8005		211		
	11		908		288		231		139		2026		7561		214		
	12		905		294		231		137		1776		7244		212		
	13		904		295		230		137		2203		6730		207		
	14		904		295		231		135		2299		6377		205		
	15		903		296		230		133		2297		7021		200		
	16		904		297		230		133		2233		6906		171		
	17		905		302		230		165		2212		3139		63		
	18		909		302		229		202		2221		81		0		
	19		910		301		229		204		2185		0		0		
	20		911		303		228		204		2165		0		0		
	21		913		306		228		185		2037		0		0		
	22		914		307		228		183		2388		0		0		
	23		914		298		228		182		3239		0		0		
	24		915		297		228		173		3703		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2187		2269		6918		9379		923						
	2		2100		2269		6297		9478		858						
	3		2353		2271		5626		9404		846						
	4		2916		2271		5132		9097		863						
	5		2974		2270		5440		8918		877						
	6		3048		2272		5651		9083		1117						
	7		2975		2272		6197		9593		1199						
	8		5542		2272		5320		8418		1086						
	9		10216		2271		3552		5898		530						
	10		11843		2272		3181		4233		334						
	11		11367		2272		2927		3868		302						
	12		10799		2272		2877		3619		322						
	13		10706		2270		2898		3162		281						
	14		10446		2269		3023		3198		312						
	15		11080		2270		3063		3094		263						
	16		10874		2270		3616		3553		386						
	17		7016		2270		4768		6702		1213						
	18		3944		2270		6135		9834		2136						
	19		3829		2270		6836		10486		2272						
	20		3811		2271		6844		10511		1957						
	21		3669		2271		6652		10477		1858						
	22		4020		2270		6410		9930		1581						
	23		4861		2270		5535		9237		1079						
	24		5316		2271		4572		8550		975						
