08/29/21			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		883		289		183		142		1826		0		0		
	2		884		289		183		131		1618		0		0		
	3		923		288		188		130		1418		0		0		
	4		922		288		188		130		1264		0		0		
	5		921		289		188		130		1127		0		0		
	6		921		289		188		130		923		0		0		
	7		923		294		186		130		851		136		0		
	8		922		296		186		129		740		2923		47		
	9		918		296		186		123		506		7140		260		
	10		914		297		186		87		368		9345		333		
	11		911		297		188		125		395		10159		360		
	12		907		298		187		124		378		10166		368		
	13		904		294		186		124		595		10638		349		
	14		901		297		185		125		720		10346		85		
	15		899		302		183		138		728		10258		107		
	16		899		300		182		141		959		9899		200		
	17		898		303		182		150		1544		8989		203		
	18		897		304		182		171		1997		6864		158		
	19		900		303		182		213		2410		2258		71		
	20		903		300		184		213		2812		41		0		
	21		908		300		184		209		3353		0		0		
	22		911		299		184		170		3542		0		0		
	23		912		291		165		164		3184		0		0		
	24		914		290		177		151		2845		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3280		2256		11977		8344		878						
	2		3079		2254		11176		7799		816						
	3		2908		2253		10866		7334		648						
	4		2759		2255		10605		7645		418						
	5		2626		2255		9883		7909		427						
	6		2408		2255		9845		8102		551						
	7		2485		2257		9527		8223		518						
	8		5031		2258		9077		6800		187						
	9		9256		2258		8053		5291		-169						
	10		11461		2256		7686		4017		-161						
	11		12420		2255		8074		3688		-122						
	12		12398		2257		9405		4075		-239						
	13		13084		2259		10157		3912		144						
	14		12664		2258		11791		4359		542						
	15		12632		2255		13141		5155		978						
	16		12587		2256		14472		4948		1646						
	17		12289		2257		15603		4959		2149						
	18		10747		2258		17142		5215		2885						
	19		6542		2259		19358		6969		3047						
	20		4446		2260		19582		7738		3152						
	21		4897		2260		17120		8700		2875						
	22		5081		2259		14961		8872		2506						
	23		4707		2259		13953		8561		1362						
	24		4335		2259		12283		8413		924						
