01/08/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		931		310		211		297		49		0		0		
	2		930		307		211		295		33		0		0		
	3		929		307		210		294		61		0		0		
	4		928		308		211		296		103		0		0		
	5		926		308		210		297		129		0		0		
	6		925		307		210		400		145		0		0		
	7		924		316		210		459		209		0		0		
	8		923		323		207		460		176		120		0		
	9		932		327		208		458		250		712		0		
	10		932		327		207		328		315		1284		0		
	11		930		325		207		306		291		1742		0		
	12		950		325		207		305		367		1999		0		
	13		985		333		209		310		301		1884		0		
	14		989		331		206		312		282		1382		0		
	15		989		330		207		317		338		1003		0		
	16		987		334		210		320		354		629		0		
	17		988		335		210		426		417		39		0		
	18		989		333		211		514		585		0		0		
	19		990		334		211		514		695		0		0		
	20		989		331		211		479		838		0		0		
	21		992		309		209		467		924		0		0		
	22		992		289		211		427		1036		0		0		
	23		990		273		212		361		1159		0		0		
	24		988		271		210		344		1091		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		1798		2263		6810		7527		1789						
	2		1776		2261		6789		7113		1601						
	3		1801		2261		6731		6783		1643						
	4		1846		2261		6827		6714		1635						
	5		1870		2260		6941		7041		1821						
	6		1987		2261		7566		7654		1872						
	7		2118		2260		8402		8786		2124						
	8		2209		2260		9421		9047		2326						
	9		2887		2260		9731		8794		2389						
	10		3393		2259		9504		9264		2093						
	11		3801		2259		9820		8981		2113						
	12		4153		2259		9656		8934		2053						
	13		4022		2259		9864		9025		2040						
	14		3502		2259		10591		8839		2056						
	15		3184		2259		10820		8710		2109						
	16		2834		2258		10792		9006		2138						
	17		2415		2257		11389		9165		2508						
	18		2632		2258		12231		9474		2632						
	19		2744		2259		11582		9774		2727						
	20		2848		2259		10632		9978		2761						
	21		2901		2259		10072		9844		2508						
	22		2955		2259		9289		9154		2536						
	23		2995		2259		8070		8211		2532						
	24		2904		2259		6811		7744		2589						
