07/03/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		910		358		230		490		4268		14		0		
	2		911		351		233		491		4211		14		0		
	3		912		361		234		491		3974		14		0		
	4		912		366		233		491		4123		9		0		
	5		909		365		232		501		4167		0		0		
	6		909		365		232		531		4197		0		0		
	7		908		364		229		543		4075		1570		73		
	8		908		365		220		502		3946		5655		303		
	9		901		366		218		478		3809		8516		457		
	10		892		367		219		476		3484		9830		501		
	11		892		362		224		474		3440		10388		394		
	12		890		363		219		477		3527		10657		373		
	13		889		363		225		477		3705		10737		327		
	14		890		363		228		524		3820		10680		314		
	15		893		366		229		531		3988		10513		173		
	16		893		377		229		532		4384		10088		165		
	17		896		385		228		532		4519		9282		164		
	18		896		384		230		551		4445		8164		162		
	19		896		385		232		595		4379		5166		121		
	20		896		384		238		605		4225		1320		21		
	21		898		381		237		607		4280		57		0		
	22		899		385		236		583		4481		0		0		
	23		902		382		233		575		4339		0		0		
	24		904		381		235		500		4224		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		6270		2274		4671		7009		4232						
	2		6211		2274		4057		6706		3963						
	3		5094		2275		4360		6697		4028						
	4		6134		2274		3087		6547		4008						
	5		6174		2274		3318		6283		4134						
	6		6234		2275		3510		6691		4342						
	7		7762		2275		3367		6535		4223						
	8		11899		2274		2322		5168		3522						
	9		14745		2274		2060		3373		3531						
	10		15769		2275		2000		2681		3451						
	11		16174		2273		1921		2554		3442						
	12		16506		2273		2020		2527		3450						
	13		16723		2275		2066		2719		3467						
	14		16819		2275		2177		2877		3682						
	15		16693		2275		2691		3459		3569						
	16		16668		2275		3723		3177		3798						
	17		16006		2276		4913		3380		4090						
	18		14832		2274		5610		4391		4396						
	19		11774		2273		7173		5915		4668						
	20		7689		2274		8377		8229		4807						
	21		6460		2274		8381		9042		4745						
	22		6584		2275		7907		8672		4610						
	23		6431		2276		6808		7943		4485						
	24		6244		2276		5528		7389		4274						
