06/18/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1021		213		179		494		3502		0		0		
	2		1022		215		177		493		3217		0		0		
	3		1021		221		179		488		2905		0		0		
	4		1024		221		180		453		2643		0		0		
	5		1025		222		179		487		2082		0		0		
	6		1025		224		179		494		1634		0		0		
	7		1025		227		177		507		1106		1335		96		
	8		1022		226		177		507		742		4690		299		
	9		1020		226		178		507		737		7097		450		
	10		1018		225		179		511		881		8212		505		
	11		1017		222		178		512		888		8812		523		
	12		1017		172		176		512		798		9126		525		
	13		1015		178		176		531		711		9144		521		
	14		1015		187		172		534		554		9077		523		
	15		1012		206		162		546		371		8871		517		
	16		1011		203		162		599		325		8429		510		
	17		1010		203		164		600		426		7688		484		
	18		1009		202		164		601		604		6413		430		
	19		1011		203		164		640		1217		3794		301		
	20		1013		204		164		646		1878		871		60		
	21		1015		204		165		643		2242		0		0		
	22		1017		203		165		624		2414		0		0		
	23		1017		199		164		575		2435		0		0		
	24		1019		197		164		522		2537		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5170		1092		8694		8018		4205						
	2		5123		1093		7358		7743		4202						
	3		4814		1092		5980		8227		4210						
	4		4520		1092		5193		8546		4181						
	5		3995		1093		5032		8811		4175						
	6		3555		1093		4880		9216		4244						
	7		4472		1092		4019		9330		4165						
	8		7662		1092		3723		7706		3798						
	9		10215		1091		3850		6719		3746						
	10		11531		1093		4146		6513		3914						
	11		12152		1093		4960		6104		4183						
	12		12326		1092		6321		6193		4348						
	13		12276		1091		8602		5484		4567						
	14		12061		1092		10036		5844		4707						
	15		11685		1093		12079		5630		4942						
	16		11239		1094		13945		5807		5013						
	17		10579		1094		15754		5772		5094						
	18		9427		1095		17117		6238		5185						
	19		7332		1095		19081		6697		5201						
	20		4837		1095		19988		7422		5404						
	21		4269		1094		19055		8195		5452						
	22		4423		1093		16693		9183		5473						
	23		4390		1093		14738		8481		5123						
	24		4439		1093		12117		8228		4646						
