05/06/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		926		221		149		563		2972		0		0		
	2		926		220		149		563		3377		0		0		
	3		927		222		150		550		3368		0		0		
	4		927		227		149		551		3526		0		0		
	5		926		222		151		563		3187		0		0		
	6		923		221		150		572		2925		0		0		
	7		911		227		150		568		2544		604		10		
	8		911		229		150		553		2280		3068		175		
	9		911		231		149		525		2358		5301		279		
	10		909		231		149		473		2221		6241		326		
	11		910		230		149		481		2027		7178		383		
	12		918		229		148		480		1923		7619		241		
	13		925		229		150		480		1797		7496		192		
	14		926		230		150		481		2013		7834		343		
	15		925		224		150		494		2092		7755		343		
	16		925		229		152		484		2002		7114		193		
	17		925		231		153		526		1784		5764		10		
	18		926		230		152		554		1731		3804		13		
	19		914		231		151		536		1564		1400		0		
	20		904		231		151		534		1286		92		0		
	21		912		230		150		535		1365		0		0		
	22		915		226		150		534		1242		0		0		
	23		927		221		148		522		1227		0		0		
	24		928		226		148		524		1358		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4831		1135		4843		7000		4531						
	2		5235		1135		3362		6889		4697						
	3		5217		1136		2791		6775		4780						
	4		5380		1136		2247		6877		4683						
	5		5049		1136		2353		7169		4633						
	6		4791		1136		2417		7557		4896						
	7		5014		1136		2501		7610		4888						
	8		7366		1136		2322		7084		3835						
	9		9754		1136		2068		6033		3815						
	10		10550		1137		2161		6078		3722						
	11		11358		1136		2194		5292		3662						
	12		11558		1136		2339		4755		3626						
	13		11269		1136		2252		4807		3704						
	14		11977		1136		2120		4200		3678						
	15		11983		1136		2022		4086		3715						
	16		11099		1137		2304		4596		3632						
	17		9393		1137		2992		5363		3779						
	18		7410		1136		3809		6040		4327						
	19		4796		1137		4543		7935		5014						
	20		3198		1137		6139		8648		5239						
	21		3192		1137		6872		8908		5202						
	22		3067		1137		6272		8956		5203						
	23		3045		1136		5499		8660		5106						
	24		3184		1136		4616		8289		4801						
