03/16/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		927		235		177		491		2262		0		0		
	2		929		225		178		471		2610		0		0		
	3		929		233		178		470		2630		0		0		
	4		929		234		177		477		2511		0		0		
	5		930		234		177		514		2330		0		0		
	6		930		234		178		512		2096		0		0		
	7		932		237		174		514		1898		0		0		
	8		932		240		171		511		1859		936		2		
	9		934		230		171		496		1733		4416		103		
	10		930		232		175		483		1477		7193		228		
	11		931		223		175		479		1104		8064		255		
	12		932		237		175		490		862		8427		252		
	13		931		238		174		492		668		8484		244		
	14		928		239		170		477		610		8463		236		
	15		926		245		174		481		758		8416		217		
	16		925		249		174		488		1195		8069		161		
	17		926		250		176		524		1639		6763		164		
	18		925		250		174		532		1850		3973		148		
	19		924		248		175		536		2134		726		25		
	20		924		237		177		533		2256		0		0		
	21		928		245		178		533		2268		0		0		
	22		930		241		177		534		2166		0		0		
	23		932		229		177		530		1471		0		0		
	24		934		233		177		512		1035		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4092		1605		4240		7102		4096						
	2		4412		1630		3366		7031		4035						
	3		4440		1630		3006		7077		4061						
	4		4328		1630		2989		6895		4158						
	5		4185		1608		3072		7027		4363						
	6		3950		1606		3707		7744		4360						
	7		3756		1605		5114		8501		4900						
	8		4650		1604		5638		8666		4691						
	9		8085		1604		4379		7117		4143						
	10		10719		1604		3863		5191		3797						
	11		11232		1603		3663		5003		3667						
	12		11374		1605		3724		4789		3698						
	13		11231		1606		3898		4533		3900						
	14		11123		1604		4021		4653		4126						
	15		11218		1604		4320		4670		4077						
	16		11261		1611		4177		4972		4215						
	17		10442		1613		4851		5427		4257						
	18		7853		1613		6280		6583		4640						
	19		4768		1613		8226		7756		4908						
	20		4129		1612		9866		8047		4963						
	21		4151		1614		9393		8329		4956						
	22		4047		1615		7914		8708		4769						
	23		3340		1615		6939		8320		4650						
	24		2889		1617		5899		7863		4445						
