06/11/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		996		395		238		228		4241		66		0		
	2		998		396		237		224		4169		66		0		
	3		997		395		237		227		4066		66		0		
	4		998		398		237		227		3862		0		0		
	5		997		397		239		224		3536		0		0		
	6		998		402		240		308		3016		0		0		
	7		999		405		239		359		2302		1672		75		
	8		986		401		236		357		1402		5541		299		
	9		967		402		235		329		940		8023		535		
	10		963		387		236		264		551		8988		601		
	11		949		389		236		268		364		9573		614		
	12		931		386		241		270		359		9858		623		
	13		921		382		243		315		342		9878		649		
	14		918		391		243		323		263		9870		651		
	15		915		392		244		333		232		9764		650		
	16		906		385		245		367		348		9380		647		
	17		921		390		245		415		650		8682		633		
	18		920		387		245		452		1120		7306		587		
	19		939		387		246		560		1704		4382		410		
	20		946		388		246		567		2284		934		78		
	21		953		389		245		562		2770		0		3		
	22		955		388		243		392		2926		0		0		
	23		952		378		243		300		2649		0		0		
	24		953		377		243		301		2579		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		6164		2282		2581		8558		2747						
	2		6090		2282		2362		7976		2629						
	3		5065		2282		3108		7792		2446						
	4		5722		2282		2099		7876		2398						
	5		5393		2283		2464		8109		2595						
	6		4964		2284		3008		8969		2686						
	7		6051		2283		3442		8634		2873						
	8		9222		2283		3268		7210		2628						
	9		11431		2284		3029		6223		2474						
	10		11990		2285		3157		5903		2546						
	11		12393		2285		3525		5787		2502						
	12		12668		2284		4125		5403		2587						
	13		12730		2284		4866		5130		2721						
	14		12659		2284		5887		5325		2735						
	15		12530		2284		6941		5370		3066						
	16		12278		2284		7662		6166		3195						
	17		11936		2284		9019		6180		3400						
	18		11017		2284		10697		6121		3639						
	19		8628		2284		11982		7297		3887						
	20		5443		2283		13506		8394		4026						
	21		4922		2284		12968		9205		3833						
	22		4904		2284		11238		9743		3712						
	23		4522		2284		8908		9941		3481						
	24		4453		2284		6457		9945		3338						
