08/20/21			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		947		291		244		136		3033		0		0		
	2		945		286		243		135		2637		0		0		
	3		941		287		242		135		2094		0		0		
	4		942		285		240		135		1698		0		0		
	5		947		289		240		137		1357		0		0		
	6		947		285		241		143		1263		0		0		
	7		949		284		241		143		1013		365		0		
	8		952		287		241		139		813		3428		49		
	9		952		290		241		139		714		7303		238		
	10		954		293		240		134		571		9519		323		
	11		953		294		240		98		664		10657		360		
	12		952		296		236		139		852		11304		373		
	13		949		301		240		144		866		11527		378		
	14		942		306		239		140		937		11544		377		
	15		937		305		239		139		1044		11290		369		
	16		934		311		240		185		1217		10710		349		
	17		935		317		241		233		1503		9516		308		
	18		950		316		242		242		2094		7168		244		
	19		948		316		242		246		2440		2671		103		
	20		951		317		243		283		2859		158		0		
	21		954		317		243		251		2894		0		0		
	22		957		315		242		239		2887		0		0		
	23		958		311		242		192		2969		0		0		
	24		958		309		241		148		2916		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4636		2252		8785		8646		1031						
	2		4235		2253		8344		8642		897						
	3		3691		2255		8088		8572		907						
	4		3279		2255		8126		8444		884						
	5		2942		2257		8339		8448		1234						
	6		2848		2258		8644		8526		1984						
	7		2940		2256		9041		9418		2243						
	8		5695		2253		8735		8879		1487						
	9		9720		2253		6887		7892		1270						
	10		11960		2253		5945		6812		1005						
	11		13207		2252		5737		5721		837						
	12		14124		2253		5916		4757		741						
	13		14402		2254		5861		4450		886						
	14		14490		2255		6104		4880		1021						
	15		14331		2256		7109		5215		1146						
	16		13977		2258		8158		5677		1366						
	17		13103		2259		8710		6543		1920						
	18		11411		2258		9849		6792		2655						
	19		7166		2253		11956		7980		3399						
	20		4850		2251		12642		8559		4068						
	21		4629		2252		12253		8910		3849						
	22		4592		2253		11546		8845		3386						
	23		4634		2253		11525		7701		2660						
	24		4531		2254		10947		6976		2092						
