03/24/21			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		980		254		219		138		2311		0		0		
	2		983		254		219		138		2226		0		0		
	3		986		253		219		138		2074		0		0		
	4		985		255		219		138		2276		0		0		
	5		985		255		220		137		2299		0		0		
	6		985		251		219		141		1957		0		0		
	7		985		240		218		185		1422		13		0		
	8		987		238		216		191		1321		2495		0		
	9		976		232		218		149		1430		8644		86		
	10		972		235		216		142		1580		10762		283		
	11		972		237		215		140		1497		11108		418		
	12		970		241		215		141		1489		11226		468		
	13		972		247		212		147		1195		11307		483		
	14		972		248		213		149		797		11075		474		
	15		970		254		214		150		864		10855		362		
	16		967		253		217		144		1462		10640		240		
	17		969		255		218		149		2615		9192		116		
	18		970		271		214		155		3108		6474		98		
	19		971		297		215		202		3451		1478		15		
	20		976		303		214		203		3487		0		0		
	21		977		302		219		205		3418		0		0		
	22		976		308		219		202		3373		0		0		
	23		977		312		219		159		3324		0		0		
	24		977		306		219		147		3785		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3885		1149		6471		8988		637						
	2		3818		1149		6599		8658		411						
	3		3661		1148		6410		8685		370						
	4		3843		1149		6401		8441		379						
	5		3893		1149		6503		8616		496						
	6		3572		1149		7222		8816		1072						
	7		3058		1148		9220		8893		1526						
	8		5179		1149		8490		8531		1541						
	9		11475		1149		4730		5991		940						
	10		14154		1148		2679		4211		892						
	11		14587		1148		1652		3892		559						
	12		14741		1148		1516		2819		503						
	13		14586		1147		1517		1861		656						
	14		13949		1147		1515		1972		813						
	15		13689		1147		1542		1907		1000						
	16		13897		1147		2126		1904		879						
	17		13541		1147		3389		1814		964						
	18		11523		1147		4621		3955		986						
	19		6802		1147		6451		7805		1743						
	20		5179		1147		8077		9205		1973						
	21		5074		1147		8489		8883		1865						
	22		5043		1147		8016		8755		1676						
	23		4936		1150		7207		8790		1121						
	24		5390		1150		7246		7390		752						
