10/17/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		849		275		229		150		858		0		0		
	2		851		272		222		149		689		0		0		
	3		852		272		220		149		537		0		0		
	4		853		273		220		153		551		0		0		
	5		876		278		221		149		573		0		0		
	6		871		281		217		150		594		0		0		
	7		868		287		217		184		573		0		0		
	8		863		288		211		238		632		1228		0		
	9		854		291		208		193		570		4785		181		
	10		851		293		202		141		505		6882		401		
	11		847		287		202		139		498		7700		428		
	12		851		281		206		138		540		8190		425		
	13		859		287		207		142		626		7966		422		
	14		860		289		207		141		650		8081		478		
	15		858		288		207		172		665		7650		480		
	16		870		287		203		181		649		7619		449		
	17		874		268		206		182		653		6114		381		
	18		874		267		215		201		577		2005		113		
	19		877		266		216		239		480		16		0		
	20		882		268		217		240		476		0		0		
	21		882		267		219		250		583		0		0		
	22		886		267		218		212		702		0		0		
	23		899		257		218		207		781		0		0		
	24		903		270		218		168		845		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2361		2227		9840		5234		1616						
	2		2183		2228		9474		4877		1657						
	3		1178		2228		10104		5110		1640						
	4		2050		2227		9239		5015		1623						
	5		2097		2225		9345		5320		1627						
	6		2113		2226		9788		5721		1803						
	7		2129		2226		10951		6361		2256						
	8		3460		2226		10550		6378		2457						
	9		7082		2225		9068		4488		1836						
	10		9275		2225		7305		4170		1595						
	11		10101		2226		6709		3859		1725						
	12		10631		2224		6619		3435		1698						
	13		10509		2222		6592		3597		1666						
	14		10706		2221		7051		3519		1651						
	15		10320		2221		7791		3767		1694						
	16		10258		2221		8743		3605		1779						
	17		8678		2222		9778		4644		1909						
	18		4252		2223		12519		6415		2533						
	19		2094		2223		14475		7052		3076						
	20		2083		2224		14560		7180		3096						
	21		2201		2226		13574		7024		3076						
	22		2285		2226		12592		6770		2626						
	23		2362		2227		11746		6221		1999						
	24		2404		2226		10386		5883		1811						
