03/27/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		919		318		215		127		3835		0		0		
	2		921		320		216		127		3796		0		0		
	3		923		317		215		127		3546		0		0		
	4		923		323		216		122		3462		0		0		
	5		923		317		216		126		3935		0		0		
	6		925		323		215		148		3890		0		0		
	7		925		328		215		198		4028		0		0		
	8		925		332		213		166		3790		2088		0		
	9		925		337		211		154		3710		6724		27		
	10		924		337		212		141		3278		8163		160		
	11		923		332		212		126		3221		8170		221		
	12		920		332		212		108		2881		8405		234		
	13		918		331		212		129		2884		8522		215		
	14		918		336		205		125		3192		8308		190		
	15		916		332		205		99		3462		7620		238		
	16		914		328		206		112		3392		7889		243		
	17		916		345		208		150		3315		7366		235		
	18		917		340		216		177		3365		6169		186		
	19		917		341		217		195		3413		1851		41		
	20		918		341		217		245		3400		18		0		
	21		919		345		217		232		3336		0		0		
	22		919		344		217		191		3177		0		0		
	23		920		337		216		187		3112		0		0		
	24		920		334		215		148		2963		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5414		2256		5945		6741		514						
	2		5380		2253		5682		6380		460						
	3		5128		2250		5136		6779		416						
	4		5046		2252		5060		6853		480						
	5		5517		2252		5030		6659		584						
	6		5501		2253		4779		7283		1207						
	7		5694		2248		5563		7332		1861						
	8		7514		2248		5559		6317		1678						
	9		12088		2253		4123		2916		1178						
	10		13215		2256		3681		1881		485						
	11		13205		2257		3437		1371		410						
	12		13092		2258		3321		871		359						
	13		13211		2259		3237		203		382						
	14		13274		2258		3071		-234		392						
	15		12872		2256		3102		-139		373						
	16		13084		2256		2910		-42		415						
	17		12535		2253		3690		528		561						
	18		11370		2251		4022		2583		761						
	19		6975		2252		5142		6353		2002						
	20		5139		2255		6103		8405		2611						
	21		5049		2259		6410		8213		2617						
	22		4848		2260		6300		7963		2339						
	23		4772		2261		6159		7980		1315						
	24		4580		2261		5868		7475		1044						
