"C","Day-Ahead Energy Market Hourly LMP Report"
"C","Filename: WW_DALMP_ISO_20211129.csv"
"C","Report for: 11/29/2021 - 11/29/2021"
"C","Report generated: 11/28/2021 12:59:06 EST"
"H","Date","Hour Ending","Location ID","Location Name","Location Type","Locational Marginal Price","Energy Component","Congestion Component","Marginal Loss Component"
"H","Date","HE","String","String","String","Number","Number","Number","Number"
"D","11/29/2021","01","321","UN.FRNKLNSQ13.810CC","NETWORK NODE",79.65,80.55,0.07,-0.97
"D","11/29/2021","01","322","UN.FRNKLNSQ13.811CC","NETWORK NODE",79.65,80.55,0.07,-0.97
"D","11/29/2021","01","323","UN.FRNKLNSQ13.89CC","NETWORK NODE",79.65,80.55,0.07,-0.97
"D","11/29/2021","01","326","UN.ALTRESCO13.8ALTR","NETWORK NODE",79.95,80.55,0.07,-0.67
"D","11/29/2021","01","327","UN.EDDY    34.5AMOS","NETWORK NODE",82.44,80.55,0.07,1.82
"D","11/29/2021","01","328","UN.GULFISLD34.5GULF","NETWORK NODE",83.12,80.55,0.07,2.5
"D","11/29/2021","01","329","UN.ASCUTNEY46  ASCU","NETWORK NODE",81.58,80.55,0.07,0.96
"D","11/29/2021","01","330","UN.PEMIGWAS34.5AYER","NETWORK NODE",83.09,80.55,0.07,2.47
"D","11/29/2021","01","331","UN.ROXBURY 34.5AZIS","NETWORK NODE",83.09,80.55,0.07,2.47
"D","11/29/2021","01","335","UN.BELLWSFL6.9 BELL","NETWORK NODE",81.04,80.55,0.07,0.42
"D","11/29/2021","01","336","UN.BERLINVT34.5BERL","NETWORK NODE",81.7,80.55,0.07,1.08
"D","11/29/2021","01","337","UN.WHITEFLD34.5BETH","NETWORK NODE",80.43,80.55,0.07,-0.19
"D","11/29/2021","01","341","UN.PEQUONCK13.8BHR4","NETWORK NODE",76.24,80.55,0.07,-4.38
"D","11/29/2021","01","345","UN.9DRAGONS115 BOIS","NETWORK NODE",83.09,80.55,0.07,2.47
"D","11/29/2021","01","346","UN.MIDDLESX34.5BOLT","NETWORK NODE",81.53,80.55,0.07,0.91
"D","11/29/2021","01","348","UN.PERRY_ST13.8BOOT","NETWORK NODE",81.93,80.55,0.07,1.31
"D","11/29/2021","01","349","UN.BPT_RESC13.8BPTR","NETWORK NODE",76.27,80.55,0.07,-4.35
"D","11/29/2021","01","355","UN.BRANFORD23  BRAN","NETWORK NODE",77.37,80.55,0.07,-3.25
"D","11/29/2021","01","356","UN.FORESTVL13.8BRF","NETWORK NODE",77.38,80.55,0.07,-3.24
"D","11/29/2021","01","357","UN.ASHLAND 34.5BRID","NETWORK NODE",83.07,80.55,0.07,2.45
"D","11/29/2021","01","358","UN.TOPSHAM 34.5BRUN","NETWORK NODE",83.31,80.55,0.07,2.69
"D","11/29/2021","01","359","UN.BEARSWMP13.8BSW1","NETWORK NODE",78.06,80.55,0.07,-2.56
"D","11/29/2021","01","360","UN.BEARSWMP13.8BSW2","NETWORK NODE",78.06,80.55,0.07,-2.56
"D","11/29/2021","01","362","UN.BULLSBDG27.6BULL","NETWORK NODE",76.58,80.55,0.07,-4.04
