"C","Day-Ahead Energy Market Hourly LMP Report"
"C","Filename: WW_DALMP_ISO_20210114.csv"
"C","Report for: 01/14/2021 - 01/14/2021"
"C","Report generated: 01/13/2021 12:49:08 EST"
"H","Date","Hour Ending","Location ID","Location Name","Location Type","Locational Marginal Price","Energy Component","Congestion Component","Marginal Loss Component"
"H","Date","HE","String","String","String","Number","Number","Number","Number"
"D","01/14/2021","01","321","UN.FRNKLNSQ13.810CC","NETWORK NODE",39.63,39.2,0.01,0.42
"D","01/14/2021","01","322","UN.FRNKLNSQ13.811CC","NETWORK NODE",39.63,39.2,0.01,0.42
"D","01/14/2021","01","323","UN.FRNKLNSQ13.89CC","NETWORK NODE",39.63,39.2,0.01,0.42
"D","01/14/2021","01","324","UN.CDEC    13.8AETN","NETWORK NODE",39.14,39.2,0.08,-0.14
"D","01/14/2021","01","326","UN.ALTRESCO13.8ALTR","NETWORK NODE",37.57,39.2,-0.01,-1.62
"D","01/14/2021","01","327","UN.EDDY    34.5AMOS","NETWORK NODE",39.88,39.2,0.01,0.67
"D","01/14/2021","01","328","UN.GULFISLD34.5GULF","NETWORK NODE",39.27,39.2,0.01,0.06
"D","01/14/2021","01","329","UN.ASCUTNEY46  ASCU","NETWORK NODE",39.69,39.2,0.01,0.48
"D","01/14/2021","01","330","UN.PEMIGWAS34.5AYER","NETWORK NODE",40.31,39.2,0.01,1.1
"D","01/14/2021","01","331","UN.ROXBURY 34.5AZIS","NETWORK NODE",39.08,39.2,0.01,-0.13
"D","01/14/2021","01","335","UN.BELLWSFL6.9 BELL","NETWORK NODE",39.45,39.2,0.01,0.24
"D","01/14/2021","01","336","UN.BERLINVT34.5BERL","NETWORK NODE",39.57,39.2,0.01,0.36
"D","01/14/2021","01","337","UN.WHITEFLD34.5BETH","NETWORK NODE",38.7,39.2,0.02,-0.52
"D","01/14/2021","01","340","UN.PEQUONCK22.0BHR3","NETWORK NODE",36.67,39.2,-0.08,-2.45
"D","01/14/2021","01","341","UN.PEQUONCK13.8BHR4","NETWORK NODE",36.67,39.2,-0.08,-2.45
"D","01/14/2021","01","345","UN.9DRAGONS115 BOIS","NETWORK NODE",39.08,39.2,0.01,-0.13
"D","01/14/2021","01","346","UN.MIDDLESX34.5BOLT","NETWORK NODE",39.45,39.2,0.01,0.24
"D","01/14/2021","01","348","UN.PERRY_ST13.8BOOT","NETWORK NODE",39.82,39.2,0.01,0.61
"D","01/14/2021","01","349","UN.BPT_RESC13.8BPTR","NETWORK NODE",36.69,39.2,-0.08,-2.43
"D","01/14/2021","01","355","UN.BRANFORD23  BRAN","NETWORK NODE",37.25,39.2,-0.1,-1.85
"D","01/14/2021","01","356","UN.FORESTVL13.8BRF","NETWORK NODE",37.18,39.2,-0.08,-1.94
"D","01/14/2021","01","357","UN.ASHLAND 34.5BRID","NETWORK NODE",40.29,39.2,0.01,1.08
"D","01/14/2021","01","358","UN.TOPSHAM 34.5BRUN","NETWORK NODE",39.4,39.2,0.01,0.19
"D","01/14/2021","01","359","UN.BEARSWMP13.8BSW1","NETWORK NODE",38.25,39.2,-0.01,-0.94
"D","01/14/2021","01","360","UN.BEARSWMP13.8BSW2","NETWORK NODE",38.25,39.2,-0.01,-0.94
"D","01/14/2021","01","362","UN.BULLSBDG27.6BULL","NETWORK NODE",36.91,39.2,-0.07,-2.22
"D","01/14/2021","01","363","UN.QUEENCTY13.8BURL","NETWORK NODE",38.7,39.2,0.01,-0.51
"D","01/14/2021","01","365","UN.CANAL   18.0CAN1","NETWORK NODE",39.79,39.2,0.01,0.58
"D","01/14/2021","01","366","UN.CANAL   18.0CAN2","NETWORK NODE",39.79,39.2,0.01,0.58
"D","01/14/2021","01","367","UN.CAPE    13.2CAP4","NETWORK NODE",39.7,39.2,0.01,0.49
"D","01/14/2021","01","368","UN.CAPE    13.2CAP5","NETWORK NODE",39.7,39.2,0.01,0.49
"D","01/14/2021","01","369","UN.LOUDEN  34.5CATR","NETWORK NODE",39.52,39.2,0.01,0.31
"D","01/14/2021","01","370","UN.COSCOB  13.8CC10","NETWORK NODE",37.3,39.2,-0.08,-1.82
"D","01/14/2021","01","371","UN.COSCOB  13.8CC11","NETWORK NODE",37.3,39.2,-0.08,-1.82
