"C","Day-Ahead Energy Market Hourly LMP Report"
"C","Filename: WW_DALMP_ISO_20210211.csv"
"C","Report for: 02/11/2021 - 02/11/2021"
"C","Report generated: 02/10/2021 12:49:51 EST"
"H","Date","Hour Ending","Location ID","Location Name","Location Type","Locational Marginal Price","Energy Component","Congestion Component","Marginal Loss Component"
"D","02/11/2021","01","388","UN.DARTMTH 13.8DART","NETWORK NODE",88.62,86.31,0.01,2.3
"D","02/11/2021","01","389","UN.INDIAN  13.8DERB","NETWORK NODE",81.57,86.31,0.01,-4.75
"D","02/11/2021","01","393","UN.DEERFLD569  DFL5","NETWORK NODE",84.67,86.31,0.01,-1.65
"D","02/11/2021","01","395","UN.DOREEN  23  DORE","NETWORK NODE",83.97,86.31,0.01,-2.35
"D","02/11/2021","01","396","UN.DEVON   13.8DV10","NETWORK NODE",81.92,86.31,0.01,-4.4
"D","02/11/2021","01","397","UN.DEVON   13.2DV11","NETWORK NODE",81.63,86.31,0.01,-4.69
"D","02/11/2021","01","398","UN.DEVON   13.2DV12","NETWORK NODE",81.63,86.31,0.01,-4.69
"D","02/11/2021","01","399","UN.DEVON   13.2DV13","NETWORK NODE",81.63,86.31,0.01,-4.69
"D","02/11/2021","01","400","UN.DEVON   13.2DV14","NETWORK NODE",81.63,86.31,0.01,-4.69
"D","02/11/2021","01","401","UN.WEBSTER 34.5EAST","NETWORK NODE",87.0,86.31,0.01,0.68
"D","02/11/2021","01","405","UN.ELLSWRTH34.5ELLS","NETWORK NODE",84.24,86.31,0.01,-2.08
"D","02/11/2021","01","407","UN.WASHNGTN34.5EPTD","NETWORK NODE",83.15,86.31,0.01,-3.17
"D","02/11/2021","01","410","UN.ESSEX   34.5ESSH","NETWORK NODE",84.21,86.31,0.01,-2.11
"D","02/11/2021","01","412","UN.FALSVL  69  FALS","NETWORK NODE",86.55,86.31,0.01,0.23
"D","02/11/2021","01","413","UN.DEERFLD569  FIFE","NETWORK NODE",84.67,86.31,0.01,-1.65
"D","02/11/2021","01","417","UN.FRAMNGHM13.8FMJ1","NETWORK NODE",87.91,86.31,0.01,1.59
"D","02/11/2021","01","418","UN.FRAMNGHM13.8FMJ2","NETWORK NODE",87.91,86.31,0.01,1.59
"D","02/11/2021","01","419","UN.FRAMNGHM13.8FMJ3","NETWORK NODE",87.91,86.31,0.01,1.59
"D","02/11/2021","01","420","UN.FRNKLNDR13.2FRDR","NETWORK NODE",84.16,86.31,0.01,-2.16
"D","02/11/2021","01","421","UN.CHICOPEE13.8FRST","NETWORK NODE",86.11,86.31,0.01,-0.21
"D","02/11/2021","01","424","UN.POWERSVL115 GNRT","NETWORK NODE",77.37,86.31,-4.94,-4.0
"D","02/11/2021","01","426","UN.ESSEX   34.5GORD","NETWORK NODE",84.21,86.31,0.01,-2.11
"D","02/11/2021","01","427","UN.BERLN_NH34.5GORH","NETWORK NODE",83.18,86.31,0.01,-3.14
"D","02/11/2021","01","432","UN.HARRIS  13.2HAR1","NETWORK NODE",80.81,86.31,0.01,-5.51
"D","02/11/2021","01","433","UN.HARRIS  13.2HAR2","NETWORK NODE",80.81,86.31,0.01,-5.51
"D","02/11/2021","01","434","UN.HARRIS  13.2HAR3","NETWORK NODE",80.81,86.31,0.01,-5.51
"D","02/11/2021","01","435","UN.HARRIMAN6.9 HARR","NETWORK NODE",85.31,86.31,0.01,-1.01
"D","02/11/2021","01","436","UN.NORTH_RD34.5HEMP","NETWORK NODE",87.67,86.31,0.01,1.35
"D","02/11/2021","01","440","UN.W_BUXTON34.5HIRM","NETWORK NODE",86.61,86.31,0.01,0.29
"D","02/11/2021","01","445","UN.ENFLD_ME115 IND5","NETWORK NODE",82.67,86.31,0.01,-3.65
"D","02/11/2021","01","446","UN.WASHNGTN34.5IND6","NETWORK NODE",83.15,86.31,0.01,-3.17
"D","02/11/2021","01","449","UN.JACKMAN 34.5JACK","NETWORK NODE",86.47,86.31,0.01,0.15
"D","02/11/2021","01","452","UN.KENDALL 13.8KDJ1","NETWORK NODE",87.26,86.31,0.01,0.94
"D","02/11/2021","01","457","UN.S_BROADW23  LAWH","NETWORK NODE",87.07,86.31,0.01,0.75
"D","02/11/2021","01","460","UN.WINSLOW 34.5LCKW","NETWORK NODE",84.47,86.31,0.01,-1.85
"D","02/11/2021","01","461","UN.LENERGIA13.8LENR","NETWORK NODE",87.07,86.31,0.01,0.75
"D","02/11/2021","01","462","UN.LISBON  115 LISB","NETWORK NODE",84.64,86.31,0.01,-1.68
"D","02/11/2021","01","463","UN.LVER-AEI115 LIVR","NETWORK NODE",84.18,86.31,0.01,-2.14
"D","02/11/2021","01","464","UN.LOSTNATN34.5LOST","NETWORK NODE",83.18,86.31,0.01,-3.14
"D","02/11/2021","01","465","UN.LOWRDFLD69  LOWD","NETWORK NODE",85.83,86.31,0.01,-0.49
"D","02/11/2021","01","467","UN.RAILYARD23  MARB","NETWORK NODE",86.88,86.31,0.01,0.56
"D","02/11/2021","01","468","UN.BERLINVT34.5MARH","NETWORK NODE",86.18,86.31,0.01,-0.14
"D","02/11/2021","01","472","UN.MBTA    14.4MBTA","NETWORK NODE",87.81,86.31,0.01,1.49
"D","02/11/2021","01","473","UN.COMERFRD34.5MCIN","NETWORK NODE",85.34,86.31,0.01,-0.98
"D","02/11/2021","01","474","UN.EAST_AVE34.5MCNL","NETWORK NODE",84.24,86.31,0.01,-2.08
"D","02/11/2021","01","478","UN.MIDDLETN115 MI10","NETWORK NODE",83.98,86.31,0.01,-2.34
"D","02/11/2021","01","480","UN.MIDDLETN13.2MID2","NETWORK NODE",83.98,86.31,0.01,-2.34
"D","02/11/2021","01","481","UN.MIDDLETN20.9MID3","NETWORK NODE",83.98,86.31,0.01,-2.34
"D","02/11/2021","01","482","UN.LAUREL  22  MID4","NETWORK NODE",82.78,86.31,0.01,-3.54
"D","02/11/2021","01","484","UN.MILSTONE24.0MIL2","NETWORK NODE",82.87,86.31,0.01,-3.45
"D","02/11/2021","01","485","UN.MILSTONE24.0MIL3","NETWORK NODE",82.87,86.31,0.01,-3.45
"D","02/11/2021","01","486","UN.MILFORD 13.8MILF","NETWORK NODE",88.13,86.31,0.01,1.81
"D","02/11/2021","01","487","UN.TOPSHAM 34.5MILR","NETWORK NODE",85.93,86.31,0.01,-0.39
"D","02/11/2021","01","489","UN.MERIMACK13.8MK1","NETWORK NODE",85.22,86.31,0.01,-1.1
"D","02/11/2021","01","490","UN.MERIMACK23.0MK2","NETWORK NODE",85.22,86.31,0.01,-1.1
"D","02/11/2021","01","492","UN.MONTVLLE69  MO10","NETWORK NODE",83.13,86.31,0.01,-3.19
"D","02/11/2021","01","493","UN.MONTVLLE13.8MON5","NETWORK NODE",83.05,86.31,0.01,-3.27
"D","02/11/2021","01","494","UN.MONTVLLE22.0MON6","NETWORK NODE",83.05,86.31,0.01,-3.27
"D","02/11/2021","01","495","UN.MIDDLEST34.5MONY","NETWORK NODE",85.62,86.31,0.01,-0.7
"D","02/11/2021","01","497","UN.SHAWINGN13.8MPWR","NETWORK NODE",86.11,86.31,0.01,-0.21
"D","02/11/2021","01","502","UN.MYSTIC  22  MYS7","NETWORK NODE",86.99,86.31,0.01,0.67
"D","02/11/2021","01","503","UN.MYSTIC  24.0MYSJ","NETWORK NODE",86.96,86.31,0.01,0.64
"D","02/11/2021","01","508","UN.NEWINGTN24.0NEWI","NETWORK NODE",86.01,86.31,0.01,-0.31
"D","02/11/2021","01","513","UN.E_SHORE 22  NHHB","NETWORK NODE",82.93,86.31,0.01,-3.39
"D","02/11/2021","01","515","UN.TUNNEL  69  NORJ","NETWORK NODE",83.68,86.31,0.01,-2.64
"D","02/11/2021","01","527","UN.WARD_HIL23  OGD","NETWORK NODE",86.36,86.31,0.01,0.04
"D","02/11/2021","01","528","UN.OCEAN_ST13.8OSP1","NETWORK NODE",86.68,86.31,0.01,0.36
"D","02/11/2021","01","529","UN.OCEAN_ST13.8OSP2","NETWORK NODE",86.68,86.31,0.01,0.36
"D","02/11/2021","01","531","UN.ADMIRAL 23.0PAWP","NETWORK NODE",87.23,86.31,0.01,0.91
"D","02/11/2021","01","532","UN.TOPSHAM 34.5PEJE","NETWORK NODE",85.93,86.31,0.01,-0.39
"D","02/11/2021","01","536","UN.CHEMICAL115 PERC","NETWORK NODE",84.0,86.31,0.01,-2.32
"D","02/11/2021","01","538","UN.FLAGG_PD13.8PINE","NETWORK NODE",87.12,86.31,0.01,0.8
"D","02/11/2021","01","539","UN.PONTOOK 34.5PONT","NETWORK NODE",83.18,86.31,0.01,-3.14
"D","02/11/2021","01","540","UN.POTTER  13.8POT2","NETWORK NODE",86.94,86.31,0.01,0.62
"D","02/11/2021","01","541","UN.FLORNCE 46  PROC","NETWORK NODE",85.97,86.31,0.01,-0.35
"D","02/11/2021","01","542","UN.SPRNG_ST34.5PTRR","NETWORK NODE",86.36,86.31,0.01,0.04
"D","02/11/2021","01","546","UN.RESCOS  115 RESC","NETWORK NODE",87.34,86.31,0.01,1.02
"D","02/11/2021","01","547","UN.WARD_HIL23  RESN","NETWORK NODE",86.36,86.31,0.01,0.04
"D","02/11/2021","01","549","UN.N_RUTLND46  RUT5","NETWORK NODE",86.24,86.31,0.01,-0.08
"D","02/11/2021","01","555","UN.SEABROOK24.5SBRK","NETWORK NODE",85.8,86.31,0.01,-0.52
"D","02/11/2021","01","556","UN.SCHILLER115 SCH4","NETWORK NODE",87.96,86.31,0.01,1.64
"D","02/11/2021","01","557","UN.SCHILLER115 SCH5","NETWORK NODE",87.96,86.31,0.01,1.64
"D","02/11/2021","01","558","UN.SCHILLER115 SCH6","NETWORK NODE",87.96,86.31,0.01,1.64
"D","02/11/2021","01","559","UN.SCHILLER115 SCHC","NETWORK NODE",87.96,86.31,0.01,1.64
"D","02/11/2021","01","561","UN.SEARS   69  SEAR","NETWORK NODE",84.57,86.31,0.01,-1.75
"D","02/11/2021","01","562","UN.SECREC  69  SECR","NETWORK NODE",83.68,86.31,0.01,-2.64
"D","02/11/2021","01","563","UN.SEMASS  13.8SEM1","NETWORK NODE",87.83,86.31,0.01,1.51
"D","02/11/2021","01","564","UN.SEMASS  13.8SEM2","NETWORK NODE",87.83,86.31,0.01,1.51
"D","02/11/2021","01","565","UN.HIGHGATE46  SHEL","NETWORK NODE",79.17,86.31,0.01,-7.15
"D","02/11/2021","01","566","UN.SHEPAUG 69  SHEP","NETWORK NODE",82.8,86.31,0.01,-3.52
"D","02/11/2021","01","567","UN.SHERMAN 115 SHER","NETWORK NODE",85.43,86.31,0.01,-0.89
"D","02/11/2021","01","568","UN.ROLF_AVE69  SHRW","NETWORK NODE",87.4,86.31,0.01,1.08
"D","02/11/2021","01","569","UN.LOUDEN  34.5SKEL","NETWORK NODE",86.53,86.31,0.01,0.21
"D","02/11/2021","01","570","UN.SMITH_HY6.9 SMTH","NETWORK NODE",83.18,86.31,0.01,-3.14
"D","02/11/2021","01","572","UN.S_MEADOW13.8SO11","NETWORK NODE",86.26,86.31,0.01,-0.06
"D","02/11/2021","01","573","UN.S_MEADOW13.8SO12","NETWORK NODE",86.26,86.31,0.01,-0.06
"D","02/11/2021","01","574","UN.S_MEADOW13.8SO13","NETWORK NODE",86.26,86.31,0.01,-0.06
"D","02/11/2021","01","575","UN.S_MEADOW13.8SO14","NETWORK NODE",86.26,86.31,0.01,-0.06
"D","02/11/2021","01","580","UN.S_MEADOW11.5SOM5","NETWORK NODE",86.26,86.31,0.01,-0.06
"D","02/11/2021","01","581","UN.S_MEADOW11.5SOM6","NETWORK NODE",86.26,86.31,0.01,-0.06
"D","02/11/2021","01","583","UN.STONYBRK13.2ST2A","NETWORK NODE",85.9,86.31,0.01,-0.42
"D","02/11/2021","01","584","UN.STONYBRK13.2ST2B","NETWORK NODE",85.9,86.31,0.01,-0.42
"D","02/11/2021","01","587","UN.STEVENSN6.9 STEV","NETWORK NODE",81.13,86.31,0.01,-5.19
"D","02/11/2021","01","590","UN.BIGELOW 115 STRA","NETWORK NODE",80.81,86.31,0.01,-5.51
"D","02/11/2021","01","591","UN.PRID_CRN34.5SWBK","NETWORK NODE",86.47,86.31,0.01,0.15
"D","02/11/2021","01","592","UN.TAMWORTH115 TAMW","NETWORK NODE",86.15,86.31,0.01,-0.17
"D","02/11/2021","01","595","UN.TORRNGTN69  TT10","NETWORK NODE",84.11,86.31,0.01,-2.21
"D","02/11/2021","01","596","UN.TUNNEL  23.0TUNN","NETWORK NODE",84.78,86.31,0.01,-1.54
"D","02/11/2021","01","598","UN.VERGENNE34.5VERD","NETWORK NODE",85.76,86.31,0.01,-0.56
"D","02/11/2021","01","599","UN.VERNON  69  VERN","NETWORK NODE",87.75,86.31,0.01,1.43
"D","02/11/2021","01","612","UN.WATER_RV23  W_J1","NETWORK NODE",86.9,86.31,0.01,0.58
"D","02/11/2021","01","613","UN.WATER_RV115 W_J2","NETWORK NODE",86.89,86.31,0.01,0.57
"D","02/11/2021","01","614","UN.MIDDLESX34.5WATR","NETWORK NODE",86.02,86.31,0.01,-0.3
"D","02/11/2021","01","616","UN.CHSTERME46  WENF","NETWORK NODE",77.37,86.31,-4.94,-4.0
"D","02/11/2021","01","617","UN.LAKEWOOD34.5WEST","NETWORK NODE",82.42,86.31,0.01,-3.9
"D","02/11/2021","01","618","UN.WHITEFLD34.5WFPL","NETWORK NODE",83.18,86.31,0.01,-3.14
"D","02/11/2021","01","619","UN.WHITE_LK34.5WHLA","NETWORK NODE",86.16,86.31,0.01,-0.16
"D","02/11/2021","01","620","UN.WILDER  13.8WILD","NETWORK NODE",88.31,86.31,0.01,1.99
"D","02/11/2021","01","621","UN.WILLIAM 6.9 WILL","NETWORK NODE",81.36,86.31,0.01,-4.96
"D","02/11/2021","01","622","UN.EAST_AVE13.8WINO","NETWORK NODE",84.24,86.31,0.01,-2.08
"D","02/11/2021","01","624","UN.MILLBURY13.8WMIM","NETWORK NODE",87.87,86.31,0.01,1.55
"D","02/11/2021","01","625","UN.W_MEDWAY13.8WMJ1","NETWORK NODE",87.2,86.31,0.01,0.88
"D","02/11/2021","01","626","UN.W_MEDWAY13.8WMJ2","NETWORK NODE",87.2,86.31,0.01,0.88
"D","02/11/2021","01","627","UN.MEDWAYJ313.8WMJ3","NETWORK NODE",88.05,86.31,0.01,1.73
"D","02/11/2021","01","628","UN.WOODLAND23  WOOD","NETWORK NODE",84.62,86.31,0.01,-1.7
"D","02/11/2021","01","630","UN.W_SPRFLD13.8WS10","NETWORK NODE",85.77,86.31,0.01,-0.55
"D","02/11/2021","01","633","UN.W_SPRFLD13.8WSP3","NETWORK NODE",85.77,86.31,0.01,-0.55
"D","02/11/2021","01","636","UN.WYMAN_HY13.8WYM1","NETWORK NODE",80.81,86.31,0.01,-5.51
"D","02/11/2021","01","637","UN.WYMAN_HY13.8WYM2","NETWORK NODE",80.81,86.31,0.01,-5.51
"D","02/11/2021","01","638","UN.WYMAN_HY13.8WYM3","NETWORK NODE",80.81,86.31,0.01,-5.51
"D","02/11/2021","01","641","UN.YARMOUTH13.8YAR3","NETWORK NODE",87.13,86.31,0.01,0.81
"D","02/11/2021","01","642","UN.YARMOUTH22  YAR4","NETWORK NODE",85.86,86.31,0.01,-0.46
"D","02/11/2021","01","739","UN.ROCKY_RV13.8ROCK","NETWORK NODE",82.47,86.31,0.01,-3.85
"D","02/11/2021","01","754","UN.LOUDEN  34.5BARM","NETWORK NODE",86.53,86.31,0.01,0.21
"D","02/11/2021","01","755","UN.W_BUXTON34.5BONE","NETWORK NODE",86.61,86.31,0.01,0.29
"D","02/11/2021","01","757","UN.HARRIS  13.2HAR4","NETWORK NODE",80.81,86.31,0.01,-5.51
"D","02/11/2021","01","760","UN.LOUDEN  34.5NGOR","NETWORK NODE",86.53,86.31,0.01,0.21
"D","02/11/2021","01","761","UN.WINSLOW 34.5SHAW","NETWORK NODE",84.47,86.31,0.01,-1.85
"D","02/11/2021","01","767","UN.OAK_HILL34.5CONC","NETWORK NODE",86.23,86.31,0.01,-0.09
"D","02/11/2021","01","768","UN.GARVINS 34.5GARV","NETWORK NODE",85.61,86.31,0.01,-0.71
"D","02/11/2021","01","769","UN.N_CANAL 34.5HADL","NETWORK NODE",86.19,86.31,0.01,-0.13
"D","02/11/2021","01","774","UN.E_FAIRFX34.5LLAM","NETWORK NODE",81.98,86.31,0.01,-4.34
"D","02/11/2021","01","779","UN.MIDDLESX34.5MSX2","NETWORK NODE",86.02,86.31,0.01,-0.3
"D","02/11/2021","01","783","UN.HIGHGATE46  HGFA","NETWORK NODE",79.17,86.31,0.01,-7.15
"D","02/11/2021","01","1005","UN.DIGHTON 115 DIGH","NETWORK NODE",88.01,86.31,0.01,1.69
"D","02/11/2021","01","1030","UN.FALMOUTH25  OAKB","NETWORK NODE",88.36,86.31,0.01,2.04
"D","02/11/2021","01","1031","UN.FALMOUTH25  WTIS","NETWORK NODE",88.36,86.31,0.01,2.04
"D","02/11/2021","01","1032","UN.BPT_ENER16  BHCC","NETWORK NODE",82.11,86.31,0.01,-4.21
"D","02/11/2021","01","1086","UN.BERK_PWR21  BERK","NETWORK NODE",85.35,86.31,0.01,-0.97
"D","02/11/2021","01","1185","UN.STONYBRK13.2ST1A","NETWORK NODE",85.9,86.31,0.01,-0.42
"D","02/11/2021","01","1186","UN.STONYBRK13.2ST1B","NETWORK NODE",85.9,86.31,0.01,-0.42
"D","02/11/2021","01","1187","UN.STONYBRK13.2ST1C","NETWORK NODE",85.9,86.31,0.01,-0.42
"D","02/11/2021","01","1210","UN.MILLENUM16  MILN","NETWORK NODE",86.72,86.31,0.01,0.4
"D","02/11/2021","01","1221","UN.ESSEX   34.5ESSD","NETWORK NODE",84.21,86.31,0.01,-2.11
"D","02/11/2021","01","1226","UN.TIVERTON18.0TIVR","NETWORK NODE",89.36,86.31,0.01,3.04
"D","02/11/2021","01","1255","UN.RUMFD_IP18.0RUMF","NETWORK NODE",84.41,86.31,0.01,-1.91
"D","02/11/2021","01","1286","UN.BLKSTONE21  BKS1","NETWORK NODE",86.91,86.31,0.01,0.59
"D","02/11/2021","01","1287","UN.BLKSTONE21  BKS2","NETWORK NODE",86.91,86.31,0.01,0.59
"D","02/11/2021","01","1342","UN.LAKE_RD 21  LRD1","NETWORK NODE",85.88,86.31,0.01,-0.44
"D","02/11/2021","01","1343","UN.LAKE_RD 21  LRD2","NETWORK NODE",85.88,86.31,0.01,-0.44
"D","02/11/2021","01","1344","UN.LAKE_RD 21  LRD3","NETWORK NODE",85.88,86.31,0.01,-0.44
"D","02/11/2021","01","1376","UN.WALNGFRD13.8WAL1","NETWORK NODE",82.99,86.31,0.01,-3.33
"D","02/11/2021","01","1377","UN.WALNGFRD13.8WAL2","NETWORK NODE",82.99,86.31,0.01,-3.33
"D","02/11/2021","01","1378","UN.WALNGFRD13.8WAL3","NETWORK NODE",82.99,86.31,0.01,-3.33
"D","02/11/2021","01","1379","UN.WALNGFRD13.8WAL4","NETWORK NODE",82.99,86.31,0.01,-3.33
"D","02/11/2021","01","1380","UN.WALNGFRD13.8WAL5","NETWORK NODE",82.99,86.31,0.01,-3.33
"D","02/11/2021","01","1385","UN.MILFD_CT21  MFD1","NETWORK NODE",81.71,86.31,0.01,-4.61
"D","02/11/2021","01","1386","UN.MILFD_CT21  MFD2","NETWORK NODE",81.71,86.31,0.01,-4.61
"D","02/11/2021","01","1412","UN.BELL_30321  BEL1","NETWORK NODE",87.17,86.31,0.01,0.85
"D","02/11/2021","01","1415","UN.BELL_30321  BEL2","NETWORK NODE",87.17,86.31,0.01,0.85
"D","02/11/2021","01","1432","UN.SYKES_RD13.8FLRV","NETWORK NODE",88.4,86.31,0.01,2.08
"D","02/11/2021","01","1478","UN.MYSTIC  18.1MYS8","NETWORK NODE",86.99,86.31,0.01,0.67
"D","02/11/2021","01","1616","UN.MYSTIC  18.1MYS9","NETWORK NODE",87.19,86.31,0.01,0.87
"D","02/11/2021","01","1630","UN.RISE    18.0RISE","NETWORK NODE",87.64,86.31,0.01,1.32
"D","02/11/2021","01","1649","UN.NEW_ENER18.0NEWE","NETWORK NODE",86.01,86.31,0.01,-0.31
"D","02/11/2021","01","1672","UN.KENDALL 18.0KEN4","NETWORK NODE",87.26,86.31,0.01,0.94
"D","02/11/2021","01","1693","UN.W_SPRFLD13.8WSG1","NETWORK NODE",85.77,86.31,0.01,-0.55
"D","02/11/2021","01","1694","UN.W_SPRFLD13.8WSG2","NETWORK NODE",85.77,86.31,0.01,-0.55
"D","02/11/2021","01","2425","UN.W_SPRFLD13.8SPRF","NETWORK NODE",85.77,86.31,0.01,-0.55
"D","02/11/2021","01","2426","UN.WINSLOW 34.5UNAH","NETWORK NODE",84.47,86.31,0.01,-1.85
"D","02/11/2021","01","2430","UN.FLORNCE 46  BLDN","NETWORK NODE",85.97,86.31,0.01,-0.35
"D","02/11/2021","01","2431","UN.BARRE_VT34.5DODF","NETWORK NODE",86.22,86.31,0.01,-0.1
"D","02/11/2021","01","2432","UN.FLORNCE 46  HNTG","NETWORK NODE",85.97,86.31,0.01,-0.35
"D","02/11/2021","01","2433","UN.BARRE_VT34.5RYGT","NETWORK NODE",86.22,86.31,0.01,-0.1
"D","02/11/2021","01","2434","UN.ESSEX   34.5GORG","NETWORK NODE",84.21,86.31,0.01,-2.11
"D","02/11/2021","01","2435","UN.VERGENNE34.5VRGH","NETWORK NODE",85.76,86.31,0.01,-0.56
"D","02/11/2021","01","2437","LD.BARRE_VT34.5","NETWORK NODE",86.22,86.31,0.01,-0.1
"D","02/11/2021","01","4000",".H.INTERNAL_HUB","HUB",87.07,86.31,0.01,0.75
"D","02/11/2021","01","4001",".Z.MAINE","LOAD ZONE",85.37,86.31,-0.07,-0.87
"D","02/11/2021","01","4002",".Z.NEWHAMPSHIRE","LOAD ZONE",86.67,86.31,0.01,0.35
"D","02/11/2021","01","4003",".Z.VERMONT","LOAD ZONE",84.82,86.31,0.01,-1.5
"D","02/11/2021","01","4004",".Z.CONNECTICUT","LOAD ZONE",83.73,86.31,0.01,-2.59
"D","02/11/2021","01","4005",".Z.RHODEISLAND","LOAD ZONE",88.0,86.31,0.01,1.68
"D","02/11/2021","01","4006",".Z.SEMASS","LOAD ZONE",87.91,86.31,0.01,1.59
"D","02/11/2021","01","4007",".Z.WCMASS","LOAD ZONE",86.91,86.31,0.01,0.59
"D","02/11/2021","01","4008",".Z.NEMASSBOST","LOAD ZONE",87.46,86.31,0.01,1.14
"D","02/11/2021","01","4010",".I.SALBRYNB345 1","EXT. NODE",82.31,86.31,0.01,-4.01
"D","02/11/2021","01","4011",".I.ROSETON 345 1","EXT. NODE",82.58,86.31,0.01,-3.74
"D","02/11/2021","01","4012",".I.HQ_P1_P2345 5","EXT. NODE",85.72,86.31,0.01,-0.6
"D","02/11/2021","01","4013",".I.HQHIGATE120 2","EXT. NODE",78.04,86.31,0.01,-8.28
