"C","Day-Ahead Energy Market Hourly LMP Report"
"C","Filename: WW_DALMP_ISO_20211126.csv"
"C","Report for: 11/26/2021 - 11/26/2021"
"C","Report generated: 11/25/2021 12:34:18 EST"
"H","Date","Hour Ending","Location ID","Location Name","Location Type","Locational Marginal Price","Energy Component","Congestion Component","Marginal Loss Component"
"H","Date","HE","String","String","String","Number","Number","Number","Number"
"D","11/26/2021","01","321","UN.FRNKLNSQ13.810CC","NETWORK NODE",61.13,61.7,0.07,-0.64
"D","11/26/2021","01","322","UN.FRNKLNSQ13.811CC","NETWORK NODE",61.13,61.7,0.07,-0.64
"D","11/26/2021","01","323","UN.FRNKLNSQ13.89CC","NETWORK NODE",61.13,61.7,0.07,-0.64
"D","11/26/2021","01","326","UN.ALTRESCO13.8ALTR","NETWORK NODE",61.59,61.7,0.07,-0.18
"D","11/26/2021","01","327","UN.EDDY    34.5AMOS","NETWORK NODE",63.03,61.7,0.07,1.26
"D","11/26/2021","01","328","UN.GULFISLD34.5GULF","NETWORK NODE",63.06,61.7,0.07,1.29
"D","11/26/2021","01","329","UN.ASCUTNEY46  ASCU","NETWORK NODE",62.56,61.7,0.07,0.79
"D","11/26/2021","01","330","UN.PEMIGWAS34.5AYER","NETWORK NODE",63.37,61.7,0.07,1.6
"D","11/26/2021","01","331","UN.ROXBURY 34.5AZIS","NETWORK NODE",62.97,61.7,0.07,1.2
"D","11/26/2021","01","335","UN.BELLWSFL6.9 BELL","NETWORK NODE",62.21,61.7,0.07,0.44
"D","11/26/2021","01","336","UN.BERLINVT34.5BERL","NETWORK NODE",62.45,61.7,0.07,0.68
"D","11/26/2021","01","337","UN.WHITEFLD34.5BETH","NETWORK NODE",61.32,61.7,0.07,-0.45
"D","11/26/2021","01","341","UN.PEQUONCK13.8BHR4","NETWORK NODE",58.86,61.7,0.07,-2.91
"D","11/26/2021","01","345","UN.9DRAGONS115 BOIS","NETWORK NODE",62.97,61.7,0.07,1.2
"D","11/26/2021","01","346","UN.MIDDLESX34.5BOLT","NETWORK NODE",62.34,61.7,0.07,0.57
"D","11/26/2021","01","348","UN.PERRY_ST13.8BOOT","NETWORK NODE",62.68,61.7,0.07,0.91
"D","11/26/2021","01","349","UN.BPT_RESC13.8BPTR","NETWORK NODE",58.87,61.7,0.07,-2.9
"D","11/26/2021","01","355","UN.BRANFORD23  BRAN","NETWORK NODE",59.69,61.7,0.07,-2.08
"D","11/26/2021","01","356","UN.FORESTVL13.8BRF","NETWORK NODE",59.73,61.7,0.07,-2.04
"D","11/26/2021","01","357","UN.ASHLAND 34.5BRID","NETWORK NODE",63.22,61.7,0.07,1.45
"D","11/26/2021","01","358","UN.TOPSHAM 34.5BRUN","NETWORK NODE",63.26,61.7,0.07,1.49
"D","11/26/2021","01","359","UN.BEARSWMP13.8BSW1","NETWORK NODE",60.25,61.7,0.07,-1.52
"D","11/26/2021","01","360","UN.BEARSWMP13.8BSW2","NETWORK NODE",60.25,61.7,0.07,-1.52
"D","11/26/2021","01","362","UN.BULLSBDG27.6BULL","NETWORK NODE",59.44,61.7,0.07,-2.33
"D","11/26/2021","01","363","UN.QUEENCTY13.8BURL","NETWORK NODE",61.6,61.7,0.07,-0.17
"D","11/26/2021","01","365","UN.CANAL   18.0CAN1","NETWORK NODE",62.45,61.7,0.07,0.68
"D","11/26/2021","01","366","UN.CANAL   18.0CAN2","NETWORK NODE",62.45,61.7,0.07,0.68
"D","11/26/2021","01","367","UN.CAPE    13.2CAP4","NETWORK NODE",63.34,61.7,0.07,1.57
"D","11/26/2021","01","368","UN.CAPE    13.2CAP5","NETWORK NODE",63.34,61.7,0.07,1.57
"D","11/26/2021","01","369","UN.LOUDEN  34.5CATR","NETWORK NODE",63.0,61.7,0.07,1.23
"D","11/26/2021","01","370","UN.COSCOB  13.8CC10","NETWORK NODE",59.42,61.7,0.07,-2.35
"D","11/26/2021","01","371","UN.COSCOB  13.8CC11","NETWORK NODE",59.42,61.7,0.07,-2.35
"D","11/26/2021","01","372","UN.COSCOB  13.8CC12","NETWORK NODE",59.42,61.7,0.07,-2.35
"D","11/26/2021","01","375","UN.TAUNTON 13.8CL9C","NETWORK NODE",62.19,61.7,0.07,0.42
"D","11/26/2021","01","379","UN.COBBLEMT69  COBB","NETWORK NODE",60.93,61.7,0.07,-0.84
"D","11/26/2021","01","382","UN.MERIMACK13.8CT-1","NETWORK NODE",62.97,61.7,0.07,1.2
"D","11/26/2021","01","383","UN.MERIMACK13.8CT-2","NETWORK NODE",62.97,61.7,0.07,1.2
"D","11/26/2021","01","388","UN.DARTMTH 13.8DART","NETWORK NODE",61.82,61.7,0.07,0.05
"D","11/26/2021","01","389","UN.INDIAN  13.8DERB","NETWORK NODE",58.44,61.7,0.07,-3.33
"D","11/26/2021","01","393","UN.DEERFLD569  DFL5","NETWORK NODE",60.46,61.7,0.07,-1.31
"D","11/26/2021","01","395","UN.DOREEN  23  DORE","NETWORK NODE",61.59,61.7,0.07,-0.18
"D","11/26/2021","01","396","UN.DEVON   13.8DV10","NETWORK NODE",58.79,61.7,0.07,-2.98
"D","11/26/2021","01","397","UN.DEVON   13.2DV11","NETWORK NODE",58.56,61.7,0.07,-3.21
"D","11/26/2021","01","398","UN.DEVON   13.2DV12","NETWORK NODE",58.56,61.7,0.07,-3.21
"D","11/26/2021","01","399","UN.DEVON   13.2DV13","NETWORK NODE",58.56,61.7,0.07,-3.21
"D","11/26/2021","01","400","UN.DEVON   13.2DV14","NETWORK NODE",58.56,61.7,0.07,-3.21
"D","11/26/2021","01","401","UN.WEBSTER 34.5EAST","NETWORK NODE",63.39,61.7,0.07,1.62
"D","11/26/2021","01","405","UN.ELLSWRTH34.5ELLS","NETWORK NODE",63.32,61.7,0.07,1.55
"D","11/26/2021","01","407","UN.WASHNGTN34.5EPTD","NETWORK NODE",62.47,61.7,0.07,0.7
"D","11/26/2021","01","410","UN.ESSEX   34.5ESSH","NETWORK NODE",61.31,61.7,0.07,-0.46
"D","11/26/2021","01","412","UN.FALSVL  69  FALS","NETWORK NODE",60.22,61.7,0.07,-1.55
"D","11/26/2021","01","413","UN.DEERFLD569  FIFE","NETWORK NODE",60.46,61.7,0.07,-1.31
"D","11/26/2021","01","417","UN.FRAMNGHM13.8FMJ1","NETWORK NODE",62.5,61.7,0.07,0.73
