Date,LMP,Node
3/2/2018 12:00:00 AM,18.49,.Z.CONNECTICUT
3/2/2018 12:00:00 AM,17.24,.Z.MAINE
3/2/2018 12:00:00 AM,18.24,.Z.NEMASSBOST
3/2/2018 12:00:00 AM,18.08,.Z.NEWHAMPSHIRE
3/2/2018 12:00:00 AM,18.41,.Z.RHODEISLAND
3/2/2018 12:00:00 AM,18.39,.Z.SEMASS
3/2/2018 12:00:00 AM,18.16,.Z.VERMONT
3/2/2018 12:00:00 AM,18.42,.Z.WCMASS
3/2/2018 1:00:00 AM,17.92,.Z.CONNECTICUT
3/2/2018 1:00:00 AM,16.66,.Z.MAINE
3/2/2018 1:00:00 AM,17.7,.Z.NEMASSBOST
3/2/2018 1:00:00 AM,17.51,.Z.NEWHAMPSHIRE
3/2/2018 1:00:00 AM,17.85,.Z.RHODEISLAND
3/2/2018 1:00:00 AM,17.83,.Z.SEMASS
3/2/2018 1:00:00 AM,17.47,.Z.VERMONT
3/2/2018 1:00:00 AM,17.88,.Z.WCMASS
3/2/2018 2:00:00 AM,14.24,.Z.CONNECTICUT
3/2/2018 2:00:00 AM,13.45,.Z.MAINE
3/2/2018 2:00:00 AM,14.08,.Z.NEMASSBOST
3/2/2018 2:00:00 AM,13.98,.Z.NEWHAMPSHIRE
3/2/2018 2:00:00 AM,14.2,.Z.RHODEISLAND
3/2/2018 2:00:00 AM,14.19,.Z.SEMASS
3/2/2018 2:00:00 AM,13.97,.Z.VERMONT
3/2/2018 2:00:00 AM,14.21,.Z.WCMASS
3/2/2018 3:00:00 AM,14.18,.Z.CONNECTICUT
3/2/2018 3:00:00 AM,13.38,.Z.MAINE
3/2/2018 3:00:00 AM,14.04,.Z.NEMASSBOST
3/2/2018 3:00:00 AM,13.92,.Z.NEWHAMPSHIRE
3/2/2018 3:00:00 AM,14.16,.Z.RHODEISLAND
3/2/2018 3:00:00 AM,14.14,.Z.SEMASS
3/2/2018 3:00:00 AM,13.91,.Z.VERMONT
3/2/2018 3:00:00 AM,14.16,.Z.WCMASS
3/2/2018 4:00:00 AM,17.9,.Z.CONNECTICUT
3/2/2018 4:00:00 AM,16.92,.Z.MAINE
3/2/2018 4:00:00 AM,17.71,.Z.NEMASSBOST
3/2/2018 4:00:00 AM,17.58,.Z.NEWHAMPSHIRE
3/2/2018 4:00:00 AM,17.86,.Z.RHODEISLAND
3/2/2018 4:00:00 AM,17.85,.Z.SEMASS
3/2/2018 4:00:00 AM,17.37,.Z.VERMONT
3/2/2018 4:00:00 AM,17.88,.Z.WCMASS
3/2/2018 5:00:00 AM,21.38,.Z.CONNECTICUT
3/2/2018 5:00:00 AM,20.17,.Z.MAINE
3/2/2018 5:00:00 AM,21.23,.Z.NEMASSBOST
3/2/2018 5:00:00 AM,20.93,.Z.NEWHAMPSHIRE
3/2/2018 5:00:00 AM,21.36,.Z.RHODEISLAND
3/2/2018 5:00:00 AM,21.36,.Z.SEMASS
3/2/2018 5:00:00 AM,20.71,.Z.VERMONT
