"C","Day-Ahead Energy Market Hourly LMP Report"
"C","Filename: WW_DALMP_ISO_20210610.csv"
"C","Report for: 06/10/2021 - 06/10/2021"
"C","Report generated: 06/09/2021 12:44:14 EDT"
"H","Date","Hour Ending","Location ID","Location Name","Location Type","Locational Marginal Price","Energy Component","Congestion Component","Marginal Loss Component"
"D","06/10/2021","01","359","UN.BEARSWMP13.8BSW1","NETWORK NODE",28.54,28.78,0.07,-0.31
"D","06/10/2021","01","360","UN.BEARSWMP13.8BSW2","NETWORK NODE",28.54,28.78,0.07,-0.31
"D","06/10/2021","01","362","UN.BULLSBDG27.6BULL","NETWORK NODE",28.36,28.78,0.06,-0.48
"D","06/10/2021","01","363","UN.QUEENCTY13.8BURL","NETWORK NODE",29.06,28.78,0.07,0.21
"D","06/10/2021","01","365","UN.CANAL   18.0CAN1","NETWORK NODE",29.05,28.78,0.08,0.19
"D","06/10/2021","01","366","UN.CANAL   18.0CAN2","NETWORK NODE",29.05,28.78,0.08,0.19
"D","06/10/2021","01","367","UN.CAPE    13.2CAP4","NETWORK NODE",28.89,28.78,0.07,0.04
"D","06/10/2021","01","368","UN.CAPE    13.2CAP5","NETWORK NODE",28.89,28.78,0.07,0.04
"D","06/10/2021","01","369","UN.LOUDEN  34.5CATR","NETWORK NODE",28.81,28.78,0.07,-0.04
"D","06/10/2021","01","370","UN.COSCOB  13.8CC10","NETWORK NODE",28.53,28.78,0.06,-0.31
"D","06/10/2021","01","371","UN.COSCOB  13.8CC11","NETWORK NODE",28.53,28.78,0.06,-0.31
"D","06/10/2021","01","372","UN.COSCOB  13.8CC12","NETWORK NODE",28.53,28.78,0.06,-0.31
"D","06/10/2021","01","375","UN.TAUNTON 13.8CL9C","NETWORK NODE",29.07,28.78,0.1,0.19
"D","06/10/2021","01","376","UN.TAUNTON 13.8CLE8","NETWORK NODE",29.07,28.78,0.1,0.19
"D","06/10/2021","01","379","UN.COBBLEMT69  COBB","NETWORK NODE",28.75,28.78,0.07,-0.1
"D","06/10/2021","01","382","UN.MERIMACK13.8CT-1","NETWORK NODE",28.9,28.78,0.07,0.05
"D","06/10/2021","01","383","UN.MERIMACK13.8CT-2","NETWORK NODE",28.9,28.78,0.07,0.05
"D","06/10/2021","01","388","UN.DARTMTH 13.8DART","NETWORK NODE",28.95,28.78,0.11,0.06
"D","06/10/2021","01","389","UN.INDIAN  13.8DERB","NETWORK NODE",28.06,28.78,0.06,-0.78
"D","06/10/2021","01","393","UN.DEERFLD569  DFL5","NETWORK NODE",28.6,28.78,0.07,-0.25
"D","06/10/2021","01","395","UN.DOREEN  23  DORE","NETWORK NODE",28.56,28.78,0.07,-0.29
"D","06/10/2021","01","396","UN.DEVON   13.8DV10","NETWORK NODE",28.13,28.78,0.06,-0.71
"D","06/10/2021","01","397","UN.DEVON   13.2DV11","NETWORK NODE",28.04,28.78,0.06,-0.8
"D","06/10/2021","01","398","UN.DEVON   13.2DV12","NETWORK NODE",28.04,28.78,0.06,-0.8
"D","06/10/2021","01","399","UN.DEVON   13.2DV13","NETWORK NODE",28.04,28.78,0.06,-0.8
"D","06/10/2021","01","400","UN.DEVON   13.2DV14","NETWORK NODE",28.04,28.78,0.06,-0.8
"D","06/10/2021","01","401","UN.WEBSTER 34.5EAST","NETWORK NODE",29.14,28.78,0.07,0.29
"D","06/10/2021","01","405","UN.ELLSWRTH34.5ELLS","NETWORK NODE",22.42,28.78,-5.23,-1.13
"D","06/10/2021","01","407","UN.WASHNGTN34.5EPTD","NETWORK NODE",19.78,28.78,-7.33,-1.67
"D","06/10/2021","01","410","UN.ESSEX   34.5ESSH","NETWORK NODE",28.93,28.78,0.07,0.08
"D","06/10/2021","01","412","UN.FALSVL  69  FALS","NETWORK NODE",29.61,28.78,0.06,0.77
"D","06/10/2021","01","413","UN.DEERFLD569  FIFE","NETWORK NODE",28.6,28.78,0.07,-0.25
"D","06/10/2021","01","417","UN.FRAMNGHM13.8FMJ1","NETWORK NODE",29.1,28.78,0.07,0.25
"D","06/10/2021","01","418","UN.FRAMNGHM13.8FMJ2","NETWORK NODE",29.1,28.78,0.07,0.25
"D","06/10/2021","01","419","UN.FRAMNGHM13.8FMJ3","NETWORK NODE",29.1,28.78,0.07,0.25
"D","06/10/2021","01","420","UN.FRNKLNDR13.2FRDR","NETWORK NODE",28.58,28.78,0.06,-0.26
"D","06/10/2021","01","421","UN.CHICOPEE13.8FRST","NETWORK NODE",28.77,28.78,0.07,-0.08
"D","06/10/2021","01","424","UN.POWERSVL115 GNRT","NETWORK NODE",22.03,28.78,-5.23,-1.52
"D","06/10/2021","01","426","UN.ESSEX   34.5GORD","NETWORK NODE",28.93,28.78,0.07,0.08
"D","06/10/2021","01","427","UN.BERLN_NH34.5GORH","NETWORK NODE",27.94,28.78,0.07,-0.91
"D","06/10/2021","01","432","UN.HARRIS  13.2HAR1","NETWORK NODE",27.14,28.78,0.07,-1.71
"D","06/10/2021","01","433","UN.HARRIS  13.2HAR2","NETWORK NODE",27.14,28.78,0.07,-1.71
"D","06/10/2021","01","434","UN.HARRIS  13.2HAR3","NETWORK NODE",27.14,28.78,0.07,-1.71
"D","06/10/2021","01","435","UN.HARRIMAN6.9 HARR","NETWORK NODE",28.63,28.78,0.07,-0.22
"D","06/10/2021","01","436","UN.NORTH_RD34.5HEMP","NETWORK NODE",29.46,28.78,0.07,0.61
"D","06/10/2021","01","440","UN.W_BUXTON34.5HIRM","NETWORK NODE",28.77,28.78,0.07,-0.08
"D","06/10/2021","01","445","UN.ENFLD_ME115 IND5","NETWORK NODE",22.15,28.78,-5.23,-1.4
"D","06/10/2021","01","446","UN.WASHNGTN34.5IND6","NETWORK NODE",19.78,28.78,-7.33,-1.67
"D","06/10/2021","01","449","UN.JACKMAN 34.5JACK","NETWORK NODE",29.03,28.78,0.07,0.18
"D","06/10/2021","01","452","UN.KENDALL 13.8KDJ1","NETWORK NODE",29.15,28.78,0.07,0.3
"D","06/10/2021","01","457","UN.S_BROADW23  LAWH","NETWORK NODE",28.95,28.78,0.07,0.1
"D","06/10/2021","01","460","UN.WINSLOW 34.5LCKW","NETWORK NODE",28.08,28.78,0.07,-0.77
"D","06/10/2021","01","461","UN.LENERGIA13.8LENR","NETWORK NODE",28.95,28.78,0.07,0.1
"D","06/10/2021","01","462","UN.LISBON  115 LISB","NETWORK NODE",28.25,28.78,0.05,-0.58
"D","06/10/2021","01","463","UN.LVER-AEI115 LIVR","NETWORK NODE",28.09,28.78,0.07,-0.76
"D","06/10/2021","01","464","UN.LOSTNATN34.5LOST","NETWORK NODE",27.94,28.78,0.07,-0.91
"D","06/10/2021","01","465","UN.LOWRDFLD69  LOWD","NETWORK NODE",28.67,28.78,0.07,-0.18
"D","06/10/2021","01","467","UN.RAILYARD23  MARB","NETWORK NODE",29.16,28.78,0.07,0.31
"D","06/10/2021","01","468","UN.BERLINVT34.5MARH","NETWORK NODE",29.17,28.78,0.07,0.32
"D","06/10/2021","01","472","UN.MBTA    14.4MBTA","NETWORK NODE",29.06,28.78,0.07,0.21
"D","06/10/2021","01","473","UN.COMERFRD34.5MCIN","NETWORK NODE",28.58,28.78,0.07,-0.27
"D","06/10/2021","01","474","UN.EAST_AVE34.5MCNL","NETWORK NODE",28.95,28.78,0.07,0.1
"D","06/10/2021","01","478","UN.MIDDLETN115 MI10","NETWORK NODE",27.96,28.78,0.06,-0.88
"D","06/10/2021","01","480","UN.MIDDLETN13.2MID2","NETWORK NODE",27.96,28.78,0.06,-0.88
"D","06/10/2021","01","481","UN.MIDDLETN20.9MID3","NETWORK NODE",27.96,28.78,0.06,-0.88
"D","06/10/2021","01","482","UN.LAUREL  22  MID4","NETWORK NODE",28.24,28.78,0.06,-0.6
"D","06/10/2021","01","484","UN.MILSTONE24.0MIL2","NETWORK NODE",27.89,28.78,0.06,-0.95
"D","06/10/2021","01","485","UN.MILSTONE24.0MIL3","NETWORK NODE",27.89,28.78,0.06,-0.95
"D","06/10/2021","01","486","UN.MILFORD 13.8MILF","NETWORK NODE",29.02,28.78,0.08,0.16
"D","06/10/2021","01","487","UN.TOPSHAM 34.5MILR","NETWORK NODE",28.6,28.78,0.07,-0.25
"D","06/10/2021","01","489","UN.MERIMACK13.8MK1","NETWORK NODE",28.9,28.78,0.07,0.05
"D","06/10/2021","01","490","UN.MERIMACK23.0MK2","NETWORK NODE",28.9,28.78,0.07,0.05
"D","06/10/2021","01","492","UN.MONTVLLE69  MO10","NETWORK NODE",28.13,28.78,0.05,-0.7
"D","06/10/2021","01","493","UN.MONTVLLE13.8MON5","NETWORK NODE",28.07,28.78,0.05,-0.76
"D","06/10/2021","01","494","UN.MONTVLLE22.0MON6","NETWORK NODE",28.07,28.78,0.05,-0.76
"D","06/10/2021","01","495","UN.MIDDLEST34.5MONY","NETWORK NODE",28.55,28.78,0.07,-0.3
"D","06/10/2021","01","497","UN.SHAWINGN13.8MPWR","NETWORK NODE",28.76,28.78,0.07,-0.09
"D","06/10/2021","01","502","UN.MYSTIC  22  MYS7","NETWORK NODE",29.11,28.78,0.07,0.26
"D","06/10/2021","01","503","UN.MYSTIC  24.0MYSJ","NETWORK NODE",29.11,28.78,0.07,0.26
"D","06/10/2021","01","508","UN.NEWINGTN24.0NEWI","NETWORK NODE",28.67,28.78,0.07,-0.18
"D","06/10/2021","01","513","UN.E_SHORE 22  NHHB","NETWORK NODE",28.54,28.78,0.06,-0.3
"D","06/10/2021","01","515","UN.TUNNEL  69  NORJ","NETWORK NODE",28.25,28.78,0.05,-0.58
"D","06/10/2021","01","527","UN.WARD_HIL23  OGD","NETWORK NODE",28.82,28.78,0.07,-0.03
"D","06/10/2021","01","528","UN.OCEAN_ST13.8OSP1","NETWORK NODE",28.64,28.78,0.06,-0.2
"D","06/10/2021","01","529","UN.OCEAN_ST13.8OSP2","NETWORK NODE",28.64,28.78,0.06,-0.2
"D","06/10/2021","01","532","UN.TOPSHAM 34.5PEJE","NETWORK NODE",28.6,28.78,0.07,-0.25
"D","06/10/2021","01","536","UN.CHEMICAL115 PERC","NETWORK NODE",22.51,28.78,-5.23,-1.04
"D","06/10/2021","01","538","UN.FLAGG_PD13.8PINE","NETWORK NODE",29.06,28.78,0.07,0.21
"D","06/10/2021","01","539","UN.PONTOOK 34.5PONT","NETWORK NODE",27.94,28.78,0.07,-0.91
"D","06/10/2021","01","540","UN.POTTER  13.8POT2","NETWORK NODE",28.47,28.78,0.08,-0.39
"D","06/10/2021","01","541","UN.FLORNCE 46  PROC","NETWORK NODE",28.92,28.78,0.07,0.07
"D","06/10/2021","01","542","UN.SPRNG_ST34.5PTRR","NETWORK NODE",28.76,28.78,0.07,-0.09
"D","06/10/2021","01","546","UN.RESCOS  115 RESC","NETWORK NODE",29.28,28.78,0.07,0.43
"D","06/10/2021","01","547","UN.WARD_HIL23  RESN","NETWORK NODE",28.82,28.78,0.07,-0.03
"D","06/10/2021","01","549","UN.N_RUTLND46  RUT5","NETWORK NODE",28.98,28.78,0.07,0.13
"D","06/10/2021","01","555","UN.SEABROOK24.5SBRK","NETWORK NODE",28.62,28.78,0.07,-0.23
"D","06/10/2021","01","556","UN.SCHILLER115 SCH4","NETWORK NODE",29.33,28.78,0.07,0.48
"D","06/10/2021","01","557","UN.SCHILLER115 SCH5","NETWORK NODE",29.33,28.78,0.07,0.48
"D","06/10/2021","01","558","UN.SCHILLER115 SCH6","NETWORK NODE",29.33,28.78,0.07,0.48
"D","06/10/2021","01","559","UN.SCHILLER115 SCHC","NETWORK NODE",29.33,28.78,0.07,0.48
"D","06/10/2021","01","561","UN.SEARS   69  SEAR","NETWORK NODE",28.59,28.78,0.07,-0.26
"D","06/10/2021","01","562","UN.SECREC  69  SECR","NETWORK NODE",28.25,28.78,0.05,-0.58
"D","06/10/2021","01","563","UN.SEMASS  13.8SEM1","NETWORK NODE",29.04,28.78,0.09,0.17
"D","06/10/2021","01","564","UN.SEMASS  13.8SEM2","NETWORK NODE",29.04,28.78,0.09,0.17
"D","06/10/2021","01","565","UN.HIGHGATE46  SHEL","NETWORK NODE",27.28,28.78,0.07,-1.57
"D","06/10/2021","01","566","UN.SHEPAUG 69  SHEP","NETWORK NODE",28.55,28.78,0.06,-0.29
"D","06/10/2021","01","567","UN.SHERMAN 115 SHER","NETWORK NODE",28.64,28.78,0.07,-0.21
"D","06/10/2021","01","568","UN.ROLF_AVE69  SHRW","NETWORK NODE",29.09,28.78,0.08,0.23
"D","06/10/2021","01","569","UN.LOUDEN  34.5SKEL","NETWORK NODE",28.81,28.78,0.07,-0.04
"D","06/10/2021","01","570","UN.SMITH_HY6.9 SMTH","NETWORK NODE",27.94,28.78,0.07,-0.91
"D","06/10/2021","01","572","UN.S_MEADOW13.8SO11","NETWORK NODE",28.73,28.78,0.06,-0.11
"D","06/10/2021","01","573","UN.S_MEADOW13.8SO12","NETWORK NODE",28.73,28.78,0.06,-0.11
"D","06/10/2021","01","574","UN.S_MEADOW13.8SO13","NETWORK NODE",28.73,28.78,0.06,-0.11
"D","06/10/2021","01","575","UN.S_MEADOW13.8SO14","NETWORK NODE",28.73,28.78,0.06,-0.11
"D","06/10/2021","01","580","UN.S_MEADOW11.5SOM5","NETWORK NODE",28.73,28.78,0.06,-0.11
"D","06/10/2021","01","581","UN.S_MEADOW11.5SOM6","NETWORK NODE",28.73,28.78,0.06,-0.11
"D","06/10/2021","01","583","UN.STONYBRK13.2ST2A","NETWORK NODE",28.67,28.78,0.07,-0.18
"D","06/10/2021","01","584","UN.STONYBRK13.2ST2B","NETWORK NODE",28.67,28.78,0.07,-0.18
"D","06/10/2021","01","587","UN.STEVENSN6.9 STEV","NETWORK NODE",27.87,28.78,0.06,-0.97
"D","06/10/2021","01","590","UN.BIGELOW 115 STRA","NETWORK NODE",27.14,28.78,0.07,-1.71
"D","06/10/2021","01","591","UN.PRID_CRN34.5SWBK","NETWORK NODE",28.77,28.78,0.07,-0.08
"D","06/10/2021","01","592","UN.TAMWORTH115 TAMW","NETWORK NODE",29.55,28.78,0.07,0.7
"D","06/10/2021","01","595","UN.TORRNGTN69  TT10","NETWORK NODE",28.59,28.78,0.06,-0.25
"D","06/10/2021","01","596","UN.TUNNEL  23.0TUNN","NETWORK NODE",28.27,28.78,0.05,-0.56
"D","06/10/2021","01","598","UN.VERGENNE34.5VERD","NETWORK NODE",28.99,28.78,0.07,0.14
"D","06/10/2021","01","599","UN.VERNON  69  VERN","NETWORK NODE",29.1,28.78,0.07,0.25
"D","06/10/2021","01","612","UN.WATER_RV23  W_J1","NETWORK NODE",29.14,28.78,0.07,0.29
"D","06/10/2021","01","613","UN.WATER_RV115 W_J2","NETWORK NODE",29.14,28.78,0.07,0.29
"D","06/10/2021","01","614","UN.MIDDLESX34.5WATR","NETWORK NODE",29.19,28.78,0.07,0.34
"D","06/10/2021","01","616","UN.CHSTERME46  WENF","NETWORK NODE",22.03,28.78,-5.23,-1.52
"D","06/10/2021","01","617","UN.LAKEWOOD34.5WEST","NETWORK NODE",27.58,28.78,0.07,-1.27
"D","06/10/2021","01","618","UN.WHITEFLD34.5WFPL","NETWORK NODE",27.94,28.78,0.07,-0.91
"D","06/10/2021","01","619","UN.WHITE_LK34.5WHLA","NETWORK NODE",29.56,28.78,0.07,0.71
"D","06/10/2021","01","620","UN.WILDER  13.8WILD","NETWORK NODE",29.62,28.78,0.07,0.77
"D","06/10/2021","01","621","UN.WILLIAM 6.9 WILL","NETWORK NODE",27.29,28.78,0.07,-1.56
"D","06/10/2021","01","622","UN.EAST_AVE13.8WINO","NETWORK NODE",28.95,28.78,0.07,0.1
"D","06/10/2021","01","624","UN.MILLBURY13.8WMIM","NETWORK NODE",29.29,28.78,0.09,0.42
"D","06/10/2021","01","625","UN.W_MEDWAY13.8WMJ1","NETWORK NODE",28.88,28.78,0.07,0.03
"D","06/10/2021","01","626","UN.W_MEDWAY13.8WMJ2","NETWORK NODE",28.88,28.78,0.07,0.03
"D","06/10/2021","01","627","UN.MEDWAYJ313.8WMJ3","NETWORK NODE",29.1,28.78,0.08,0.24
"D","06/10/2021","01","628","UN.WOODLAND23  WOOD","NETWORK NODE",28.68,28.78,0.07,-0.17
"D","06/10/2021","01","630","UN.W_SPRFLD13.8WS10","NETWORK NODE",28.67,28.78,0.07,-0.18
"D","06/10/2021","01","633","UN.W_SPRFLD13.8WSP3","NETWORK NODE",28.67,28.78,0.07,-0.18
"D","06/10/2021","01","636","UN.WYMAN_HY13.8WYM1","NETWORK NODE",27.14,28.78,0.07,-1.71
"D","06/10/2021","01","637","UN.WYMAN_HY13.8WYM2","NETWORK NODE",27.14,28.78,0.07,-1.71
"D","06/10/2021","01","638","UN.WYMAN_HY13.8WYM3","NETWORK NODE",27.14,28.78,0.07,-1.71
"D","06/10/2021","01","641","UN.YARMOUTH13.8YAR3","NETWORK NODE",28.95,28.78,0.07,0.1
"D","06/10/2021","01","642","UN.YARMOUTH22  YAR4","NETWORK NODE",28.57,28.78,0.07,-0.28
"D","06/10/2021","01","739","UN.ROCKY_RV13.8ROCK","NETWORK NODE",28.36,28.78,0.06,-0.48
"D","06/10/2021","01","755","UN.W_BUXTON34.5BONE","NETWORK NODE",28.77,28.78,0.07,-0.08
"D","06/10/2021","01","757","UN.HARRIS  13.2HAR4","NETWORK NODE",27.14,28.78,0.07,-1.71
"D","06/10/2021","01","760","UN.LOUDEN  34.5NGOR","NETWORK NODE",28.81,28.78,0.07,-0.04
"D","06/10/2021","01","761","UN.WINSLOW 34.5SHAW","NETWORK NODE",28.08,28.78,0.07,-0.77
"D","06/10/2021","01","767","UN.OAK_HILL34.5CONC","NETWORK NODE",29.05,28.78,0.07,0.2
"D","06/10/2021","01","768","UN.GARVINS 34.5GARV","NETWORK NODE",28.94,28.78,0.07,0.09
"D","06/10/2021","01","769","UN.N_CANAL 34.5HADL","NETWORK NODE",28.8,28.78,0.07,-0.05
"D","06/10/2021","01","774","UN.E_FAIRFX34.5LLAM","NETWORK NODE",28.32,28.78,0.07,-0.53
"D","06/10/2021","01","779","UN.MIDDLESX34.5MSX2","NETWORK NODE",29.19,28.78,0.07,0.34
"D","06/10/2021","01","1005","UN.DIGHTON 115 DIGH","NETWORK NODE",28.98,28.78,0.11,0.09
"D","06/10/2021","01","1030","UN.FALMOUTH25  OAKB","NETWORK NODE",29.21,28.78,0.08,0.35
"D","06/10/2021","01","1031","UN.FALMOUTH25  WTIS","NETWORK NODE",29.21,28.78,0.08,0.35
"D","06/10/2021","01","1032","UN.BPT_ENER16  BHCC","NETWORK NODE",28.15,28.78,0.06,-0.69
"D","06/10/2021","01","1086","UN.BERK_PWR21  BERK","NETWORK NODE",28.56,28.78,0.07,-0.29
"D","06/10/2021","01","1185","UN.STONYBRK13.2ST1A","NETWORK NODE",28.67,28.78,0.07,-0.18
"D","06/10/2021","01","1186","UN.STONYBRK13.2ST1B","NETWORK NODE",28.67,28.78,0.07,-0.18
"D","06/10/2021","01","1187","UN.STONYBRK13.2ST1C","NETWORK NODE",28.67,28.78,0.07,-0.18
"D","06/10/2021","01","1210","UN.MILLENUM16  MILN","NETWORK NODE",28.84,28.78,0.07,-0.01
"D","06/10/2021","01","1221","UN.ESSEX   34.5ESSD","NETWORK NODE",28.93,28.78,0.07,0.08
"D","06/10/2021","01","1226","UN.TIVERTON18.0TIVR","NETWORK NODE",28.29,28.78,0.12,-0.61
"D","06/10/2021","01","1255","UN.RUMFD_IP18.0RUMF","NETWORK NODE",28.19,28.78,0.07,-0.66
"D","06/10/2021","01","1286","UN.BLKSTONE21  BKS1","NETWORK NODE",28.72,28.78,0.07,-0.13
"D","06/10/2021","01","1287","UN.BLKSTONE21  BKS2","NETWORK NODE",28.72,28.78,0.07,-0.13
"D","06/10/2021","01","1342","UN.LAKE_RD 21  LRD1","NETWORK NODE",28.44,28.78,0.06,-0.4
"D","06/10/2021","01","1343","UN.LAKE_RD 21  LRD2","NETWORK NODE",28.44,28.78,0.06,-0.4
"D","06/10/2021","01","1344","UN.LAKE_RD 21  LRD3","NETWORK NODE",28.44,28.78,0.06,-0.4
"D","06/10/2021","01","1376","UN.WALNGFRD13.8WAL1","NETWORK NODE",28.49,28.78,0.06,-0.35
"D","06/10/2021","01","1377","UN.WALNGFRD13.8WAL2","NETWORK NODE",28.49,28.78,0.06,-0.35
"D","06/10/2021","01","1378","UN.WALNGFRD13.8WAL3","NETWORK NODE",28.49,28.78,0.06,-0.35
"D","06/10/2021","01","1379","UN.WALNGFRD13.8WAL4","NETWORK NODE",28.49,28.78,0.06,-0.35
"D","06/10/2021","01","1380","UN.WALNGFRD13.8WAL5","NETWORK NODE",28.49,28.78,0.06,-0.35
"D","06/10/2021","01","1385","UN.MILFD_CT21  MFD1","NETWORK NODE",28.06,28.78,0.06,-0.78
"D","06/10/2021","01","1386","UN.MILFD_CT21  MFD2","NETWORK NODE",28.06,28.78,0.06,-0.78
"D","06/10/2021","01","1412","UN.BELL_30321  BEL1","NETWORK NODE",28.83,28.78,0.07,-0.02
"D","06/10/2021","01","1415","UN.BELL_30321  BEL2","NETWORK NODE",28.83,28.78,0.07,-0.02
"D","06/10/2021","01","1432","UN.SYKES_RD13.8FLRV","NETWORK NODE",28.89,28.78,0.12,-0.01
"D","06/10/2021","01","1478","UN.MYSTIC  18.1MYS8","NETWORK NODE",29.09,28.78,0.07,0.24
"D","06/10/2021","01","1616","UN.MYSTIC  18.1MYS9","NETWORK NODE",29.22,28.78,0.07,0.37
"D","06/10/2021","01","1630","UN.RISE    18.0RISE","NETWORK NODE",27.81,28.78,-0.65,-0.32
"D","06/10/2021","01","1649","UN.NEW_ENER18.0NEWE","NETWORK NODE",28.67,28.78,0.07,-0.18
"D","06/10/2021","01","1672","UN.KENDALL 18.0KEN4","NETWORK NODE",29.15,28.78,0.07,0.3
"D","06/10/2021","01","1693","UN.W_SPRFLD13.8WSG1","NETWORK NODE",28.67,28.78,0.07,-0.18
"D","06/10/2021","01","1694","UN.W_SPRFLD13.8WSG2","NETWORK NODE",28.67,28.78,0.07,-0.18
"D","06/10/2021","01","2425","UN.W_SPRFLD13.8SPRF","NETWORK NODE",28.67,28.78,0.07,-0.18
"D","06/10/2021","01","2426","UN.WINSLOW 34.5UNAH","NETWORK NODE",28.08,28.78,0.07,-0.77
"D","06/10/2021","01","2430","UN.FLORNCE 46  BLDN","NETWORK NODE",28.92,28.78,0.07,0.07
"D","06/10/2021","01","2431","UN.BARRE_VT34.5DODF","NETWORK NODE",29.12,28.78,0.07,0.27
"D","06/10/2021","01","2432","UN.FLORNCE 46  HNTG","NETWORK NODE",28.92,28.78,0.07,0.07
"D","06/10/2021","01","2433","UN.BARRE_VT34.5RYGT","NETWORK NODE",29.12,28.78,0.07,0.27
"D","06/10/2021","01","2434","UN.ESSEX   34.5GORG","NETWORK NODE",28.93,28.78,0.07,0.08
"D","06/10/2021","01","2435","UN.VERGENNE34.5VRGH","NETWORK NODE",28.99,28.78,0.07,0.14
"D","06/10/2021","01","2437","LD.BARRE_VT34.5","NETWORK NODE",29.12,28.78,0.07,0.27
"D","06/10/2021","01","4000",".H.INTERNAL_HUB","HUB",29.02,28.78,0.08,0.16
"D","06/10/2021","01","4001",".Z.MAINE","LOAD ZONE",27.71,28.78,-0.66,-0.41
"D","06/10/2021","01","4002",".Z.NEWHAMPSHIRE","LOAD ZONE",29.0,28.78,0.07,0.15
"D","06/10/2021","01","4003",".Z.VERMONT","LOAD ZONE",28.78,28.78,0.07,-0.07
"D","06/10/2021","01","4004",".Z.CONNECTICUT","LOAD ZONE",28.43,28.78,0.06,-0.41
"D","06/10/2021","01","4005",".Z.RHODEISLAND","LOAD ZONE",28.82,28.78,0.11,-0.07
"D","06/10/2021","01","4006",".Z.SEMASS","LOAD ZONE",28.99,28.78,0.09,0.12
"D","06/10/2021","01","4007",".Z.WCMASS","LOAD ZONE",29.03,28.78,0.07,0.18
"D","06/10/2021","01","4008",".Z.NEMASSBOST","LOAD ZONE",29.16,28.78,0.07,0.31
"D","06/10/2021","01","4010",".I.SALBRYNB345 1","EXT. NODE",21.87,28.78,-5.23,-1.68
"D","06/10/2021","01","4011",".I.ROSETON 345 1","EXT. NODE",28.37,28.78,0.06,-0.47
"D","06/10/2021","01","4012",".I.HQ_P1_P2345 5","EXT. NODE",28.52,28.78,0.07,-0.33
"D","06/10/2021","01","4013",".I.HQHIGATE120 2","EXT. NODE",26.9,28.78,0.07,-1.95
"D","06/10/2021","01","4014",".I.SHOREHAM138 99","EXT. NODE",28.54,28.78,0.06,-0.3
"D","06/10/2021","01","4017",".I.NRTHPORT138 5","EXT. NODE",28.48,28.78,0.06,-0.36
"D","06/10/2021","01","4077","LD.CHSTERME46","NETWORK NODE",22.03,28.78,-5.23,-1.52
"D","06/10/2021","01","4078","LD.GRAHAM  46","NETWORK NODE",22.48,28.78,-5.23,-1.07
"D","06/10/2021","01","4082","LD.WASHNGTN34.5","NETWORK NODE",19.78,28.78,-7.33,-1.67
