"C","Day-Ahead Energy Market Hourly LMP Report"
"C","Filename: WW_DALMP_ISO_20201219.csv"
"C","Report for: 12/19/2020 - 12/19/2020"
"C","Report generated: 12/18/2020 13:19:09 EST"
"H","Date","Hour Ending","Location ID","Location Name","Location Type","Locational Marginal Price","Energy Component","Congestion Component","Marginal Loss Component"
"H","Date","HE","String","String","String","Number","Number","Number","Number"
"D","12/19/2020","01","321","UN.FRNKLNSQ13.810CC","NETWORK NODE",101.91,88.54,13.04,0.33
"D","12/19/2020","01","322","UN.FRNKLNSQ13.811CC","NETWORK NODE",101.91,88.54,13.04,0.33
"D","12/19/2020","01","323","UN.FRNKLNSQ13.89CC","NETWORK NODE",101.91,88.54,13.04,0.33
"D","12/19/2020","01","324","UN.CDEC    13.8AETN","NETWORK NODE",59.28,88.54,-29.64,0.38
"D","12/19/2020","01","326","UN.ALTRESCO13.8ALTR","NETWORK NODE",58.99,88.54,-28.92,-0.63
"D","12/19/2020","01","327","UN.EDDY    34.5AMOS","NETWORK NODE",100.81,88.54,13.2,-0.93
"D","12/19/2020","01","328","UN.GULFISLD34.5GULF","NETWORK NODE",98.96,88.54,13.16,-2.74
"D","12/19/2020","01","329","UN.ASCUTNEY46  ASCU","NETWORK NODE",60.25,88.54,-30.0,1.71
"D","12/19/2020","01","330","UN.PEMIGWAS34.5AYER","NETWORK NODE",102.46,88.54,13.25,0.67
"D","12/19/2020","01","331","UN.ROXBURY 34.5AZIS","NETWORK NODE",98.75,88.54,13.16,-2.95
"D","12/19/2020","01","335","UN.BELLWSFL6.9 BELL","NETWORK NODE",59.78,88.54,-30.13,1.37
"D","12/19/2020","01","336","UN.BERLINVT34.5BERL","NETWORK NODE",59.72,88.54,-30.06,1.24
"D","12/19/2020","01","337","UN.WHITEFLD34.5BETH","NETWORK NODE",100.05,88.54,13.25,-1.74
"D","12/19/2020","01","340","UN.PEQUONCK22.0BHR3","NETWORK NODE",57.49,88.54,-29.57,-1.48
"D","12/19/2020","01","341","UN.PEQUONCK13.8BHR4","NETWORK NODE",57.49,88.54,-29.57,-1.48
"D","12/19/2020","01","345","UN.9DRAGONS115 BOIS","NETWORK NODE",98.75,88.54,13.16,-2.95
"D","12/19/2020","01","346","UN.MIDDLESX34.5BOLT","NETWORK NODE",59.77,88.54,-30.04,1.27
"D","12/19/2020","01","348","UN.PERRY_ST13.8BOOT","NETWORK NODE",101.96,88.54,13.1,0.32
"D","12/19/2020","01","349","UN.BPT_RESC13.8BPTR","NETWORK NODE",57.5,88.54,-29.57,-1.47
"D","12/19/2020","01","355","UN.BRANFORD23  BRAN","NETWORK NODE",58.43,88.54,-29.62,-0.49
"D","12/19/2020","01","356","UN.FORESTVL13.8BRF","NETWORK NODE",58.08,88.54,-29.6,-0.86
"D","12/19/2020","01","357","UN.ASHLAND 34.5BRID","NETWORK NODE",102.56,88.54,13.25,0.77
"D","12/19/2020","01","358","UN.TOPSHAM 34.5BRUN","NETWORK NODE",99.41,88.54,13.16,-2.29
"D","12/19/2020","01","359","UN.BEARSWMP13.8BSW1","NETWORK NODE",59.81,88.54,-27.79,-0.94
"D","12/19/2020","01","360","UN.BEARSWMP13.8BSW2","NETWORK NODE",59.81,88.54,-27.79,-0.94
"D","12/19/2020","01","362","UN.BULLSBDG27.6BULL","NETWORK NODE",58.25,88.54,-29.55,-0.74
"D","12/19/2020","01","363","UN.QUEENCTY13.8BURL","NETWORK NODE",59.48,88.54,-29.9,0.84
"D","12/19/2020","01","365","UN.CANAL   18.0CAN1","NETWORK NODE",102.72,88.54,13.06,1.12
"D","12/19/2020","01","366","UN.CANAL   18.0CAN2","NETWORK NODE",102.72,88.54,13.06,1.12
"D","12/19/2020","01","367","UN.CAPE    13.2CAP4","NETWORK NODE",99.92,88.54,13.16,-1.78
"D","12/19/2020","01","368","UN.CAPE    13.2CAP5","NETWORK NODE",99.92,88.54,13.16,-1.78
"D","12/19/2020","01","369","UN.LOUDEN  34.5CATR","NETWORK NODE",99.89,88.54,13.16,-1.81
"D","12/19/2020","01","370","UN.COSCOB  13.8CC10","NETWORK NODE",58.23,88.54,-29.56,-0.75
"D","12/19/2020","01","371","UN.COSCOB  13.8CC11","NETWORK NODE",58.23,88.54,-29.56,-0.75
"D","12/19/2020","01","372","UN.COSCOB  13.8CC12","NETWORK NODE",58.23,88.54,-29.56,-0.75
"D","12/19/2020","01","375","UN.TAUNTON 13.8CL9C","NETWORK NODE",103.14,88.54,13.05,1.55
"D","12/19/2020","01","376","UN.TAUNTON 13.8CLE8","NETWORK NODE",103.14,88.54,13.05,1.55
"D","12/19/2020","01","379","UN.COBBLEMT69  COBB","NETWORK NODE",60.17,88.54,-29.11,0.74
"D","12/19/2020","01","382","UN.MERIMACK13.8CT-1","NETWORK NODE",99.95,88.54,13.2,-1.79
"D","12/19/2020","01","383","UN.MERIMACK13.8CT-2","NETWORK NODE",99.95,88.54,13.2,-1.79
"D","12/19/2020","01","388","UN.DARTMTH 13.8DART","NETWORK NODE",103.48,88.54,13.05,1.89
"D","12/19/2020","01","389","UN.INDIAN  13.8DERB","NETWORK NODE",57.86,88.54,-29.57,-1.11
"D","12/19/2020","01","393","UN.DEERFLD569  DFL5","NETWORK NODE",59.26,88.54,-28.19,-1.09
"D","12/19/2020","01","395","UN.DOREEN  23  DORE","NETWORK NODE",58.99,88.54,-28.92,-0.63
"D","12/19/2020","01","396","UN.DEVON   13.8DV10","NETWORK NODE",57.51,88.54,-29.59,-1.44
"D","12/19/2020","01","397","UN.DEVON   13.2DV11","NETWORK NODE",57.34,88.54,-29.57,-1.63
"D","12/19/2020","01","398","UN.DEVON   13.2DV12","NETWORK NODE",57.34,88.54,-29.57,-1.63
"D","12/19/2020","01","399","UN.DEVON   13.2DV13","NETWORK NODE",57.34,88.54,-29.57,-1.63
"D","12/19/2020","01","400","UN.DEVON   13.2DV14","NETWORK NODE",57.34,88.54,-29.57,-1.63
"D","12/19/2020","01","401","UN.WEBSTER 34.5EAST","NETWORK NODE",101.84,88.54,13.25,0.05
"D","12/19/2020","01","405","UN.ELLSWRTH34.5ELLS","NETWORK NODE",97.33,88.54,13.16,-4.37
"D","12/19/2020","01","407","UN.WASHNGTN34.5EPTD","NETWORK NODE",96.11,88.54,13.16,-5.59
"D","12/19/2020","01","410","UN.ESSEX   34.5ESSH","NETWORK NODE",58.93,88.54,-29.94,0.33
"D","12/19/2020","01","412","UN.FALSVL  69  FALS","NETWORK NODE",62.26,88.54,-29.58,3.3
"D","12/19/2020","01","413","UN.DEERFLD569  FIFE","NETWORK NODE",59.26,88.54,-28.19,-1.09
"D","12/19/2020","01","417","UN.FRAMNGHM13.8FMJ1","NETWORK NODE",102.74,88.54,12.77,1.43
"D","12/19/2020","01","418","UN.FRAMNGHM13.8FMJ2","NETWORK NODE",102.74,88.54,12.77,1.43
"D","12/19/2020","01","419","UN.FRAMNGHM13.8FMJ3","NETWORK NODE",102.74,88.54,12.77,1.43
"D","12/19/2020","01","420","UN.FRNKLNDR13.2FRDR","NETWORK NODE",59.79,88.54,-29.58,0.83
"D","12/19/2020","01","421","UN.CHICOPEE13.8FRST","NETWORK NODE",60.29,88.54,-29.02,0.77
"D","12/19/2020","01","424","UN.POWERSVL115 GNRT","NETWORK NODE",95.43,88.54,13.16,-6.27
"D","12/19/2020","01","426","UN.ESSEX   34.5GORD","NETWORK NODE",58.93,88.54,-29.94,0.33
"D","12/19/2020","01","427","UN.BERLN_NH34.5GORH","NETWORK NODE",100.05,88.54,13.25,-1.74
"D","12/19/2020","01","432","UN.HARRIS  13.2HAR1","NETWORK NODE",96.23,88.54,13.16,-5.47
"D","12/19/2020","01","433","UN.HARRIS  13.2HAR2","NETWORK NODE",96.23,88.54,13.16,-5.47
"D","12/19/2020","01","434","UN.HARRIS  13.2HAR3","NETWORK NODE",96.23,88.54,13.16,-5.47
"D","12/19/2020","01","435","UN.HARRIMAN6.9 HARR","NETWORK NODE",59.56,88.54,-28.23,-0.75
"D","12/19/2020","01","436","UN.NORTH_RD34.5HEMP","NETWORK NODE",103.42,88.54,13.34,1.54
"D","12/19/2020","01","440","UN.W_BUXTON34.5HIRM","NETWORK NODE",99.83,88.54,13.16,-1.87
"D","12/19/2020","01","445","UN.ENFLD_ME115 IND5","NETWORK NODE",95.89,88.54,13.16,-5.81
"D","12/19/2020","01","446","UN.WASHNGTN34.5IND6","NETWORK NODE",96.11,88.54,13.16,-5.59
"D","12/19/2020","01","449","UN.JACKMAN 34.5JACK","NETWORK NODE",101.13,88.54,13.29,-0.7
"D","12/19/2020","01","452","UN.KENDALL 13.8KDJ1","NETWORK NODE",102.34,88.54,13.06,0.74
"D","12/19/2020","01","457","UN.S_BROADW23  LAWH","NETWORK NODE",101.96,88.54,13.1,0.32
"D","12/19/2020","01","460","UN.WINSLOW 34.5LCKW","NETWORK NODE",98.0,88.54,13.16,-3.7
"D","12/19/2020","01","461","UN.LENERGIA13.8LENR","NETWORK NODE",101.96,88.54,13.1,0.32
"D","12/19/2020","01","462","UN.LISBON  115 LISB","NETWORK NODE",57.54,88.54,-29.87,-1.13
"D","12/19/2020","01","463","UN.LVER-AEI115 LIVR","NETWORK NODE",98.23,88.54,13.16,-3.47
"D","12/19/2020","01","464","UN.LOSTNATN34.5LOST","NETWORK NODE",100.05,88.54,13.25,-1.74
